duration,input.all_possible_pgsm_times,input.doc_id,input.lowercase_sentence,input.sentence,input.sentence_id,input.time_expressions,job,output.selectedtags_desc,output.selectedtags_desc.annotations,output.selectedtags_desc.unique_annotations,worker,uqs,unit_annotation_score,uqs_initial,unit_annotation_score_initial,validated_time,no_of_annotations,validated_time_final_score,validated_time_initial_score,Experts
26.45,2007__212__216###once__108__112,nyt_20130321_cyprus,"a hasty expulsion from the euro zone would make the savings of the cypriot people all the more evanescent , once they are converted back into cypriot pounds , the currency cyprus used before adopting the euro in 2007 .","A hasty expulsion from the euro zone would make the savings of the Cypriot people all the more evanescent , once they are converted back into Cypriot pounds , the currency Cyprus used before adopting the euro in 2007 .",20,1,../../data/pilot_crowd_data/raw_data/f1329880_allpossibletimes_motivation,"Counter({'2007__212__216': 18, 'once__108__112': 8, 'once__108__112”': 1})",27,3,20,0.7320247042035173,"Counter({'2007__212__216': 0.9114671457458847, 'once__108__112': 0.4155982528060416, 'once__108__112”': 0.049090736782177895})",0.7206973869768578,"Counter({'2007__212__216': 0.9, 'once__108__112': 0.4, 'once__108__112”': 0.05})",2007__212__216,18,0.9114671457458848,0.9,1.0
26.45,2007__212__216###once__108__112,nyt_20130321_cyprus,"a hasty expulsion from the euro zone would make the savings of the cypriot people all the more evanescent , once they are converted back into cypriot pounds , the currency cyprus used before adopting the euro in 2007 .","A hasty expulsion from the euro zone would make the savings of the Cypriot people all the more evanescent , once they are converted back into Cypriot pounds , the currency Cyprus used before adopting the euro in 2007 .",20,1,../../data/pilot_crowd_data/raw_data/f1329880_allpossibletimes_motivation,"Counter({'2007__212__216': 18, 'once__108__112': 8, 'once__108__112”': 1})",27,3,20,0.7320247042035173,"Counter({'2007__212__216': 0.9114671457458847, 'once__108__112': 0.4155982528060416, 'once__108__112”': 0.049090736782177895})",0.7206973869768578,"Counter({'2007__212__216': 0.9, 'once__108__112': 0.4, 'once__108__112”': 0.05})",once__108__112,8,0.4155982528060416,0.4,0.0
26.45,2007__212__216###once__108__112,nyt_20130321_cyprus,"a hasty expulsion from the euro zone would make the savings of the cypriot people all the more evanescent , once they are converted back into cypriot pounds , the currency cyprus used before adopting the euro in 2007 .","A hasty expulsion from the euro zone would make the savings of the Cypriot people all the more evanescent , once they are converted back into Cypriot pounds , the currency Cyprus used before adopting the euro in 2007 .",20,1,../../data/pilot_crowd_data/raw_data/f1329880_allpossibletimes_motivation,"Counter({'2007__212__216': 18, 'once__108__112': 8, 'once__108__112”': 1})",27,3,20,0.7320247042035173,"Counter({'2007__212__216': 0.9114671457458847, 'once__108__112': 0.4155982528060416, 'once__108__112”': 0.049090736782177895})",0.7206973869768578,"Counter({'2007__212__216': 0.9, 'once__108__112': 0.4, 'once__108__112”': 0.05})",no_time,0,0.0,0.0,0.0
20.7,2008__132__136###in__129__131,nyt_20130321_cyprus,"`` this is not a lehman , '' he said , referring to the disastrous chain reaction touched off by the collapse of lehman brothers in 2008 .","`` This is not a Lehman , '' he said , referring to the disastrous chain reaction touched off by the collapse of Lehman Brothers in 2008 .",9,1,../../data/pilot_crowd_data/raw_data/f1329880_allpossibletimes_motivation,"Counter({'2008__132__136': 20, 'in__129__131': 3})",23,2,20,0.9157513238598168,"Counter({'2008__132__136': 1.0, 'in__129__131': 0.16311436004430177})",0.9213812938974428,"Counter({'2008__132__136': 1.0, 'in__129__131': 0.15})",2008__132__136,20,1.0,1.0,1.0
20.7,2008__132__136###in__129__131,nyt_20130321_cyprus,"`` this is not a lehman , '' he said , referring to the disastrous chain reaction touched off by the collapse of lehman brothers in 2008 .","`` This is not a Lehman , '' he said , referring to the disastrous chain reaction touched off by the collapse of Lehman Brothers in 2008 .",9,1,../../data/pilot_crowd_data/raw_data/f1329880_allpossibletimes_motivation,"Counter({'2008__132__136': 20, 'in__129__131': 3})",23,2,20,0.9157513238598168,"Counter({'2008__132__136': 1.0, 'in__129__131': 0.16311436004430177})",0.9213812938974428,"Counter({'2008__132__136': 1.0, 'in__129__131': 0.15})",in__129__131,3,0.16311436004430174,0.15,0.0
20.7,2008__132__136###in__129__131,nyt_20130321_cyprus,"`` this is not a lehman , '' he said , referring to the disastrous chain reaction touched off by the collapse of lehman brothers in 2008 .","`` This is not a Lehman , '' he said , referring to the disastrous chain reaction touched off by the collapse of Lehman Brothers in 2008 .",9,1,../../data/pilot_crowd_data/raw_data/f1329880_allpossibletimes_motivation,"Counter({'2008__132__136': 20, 'in__129__131': 3})",23,2,20,0.9157513238598168,"Counter({'2008__132__136': 1.0, 'in__129__131': 0.16311436004430177})",0.9213812938974428,"Counter({'2008__132__136': 1.0, 'in__129__131': 0.15})",no_time,0,0.0,0.0,0.0
21.8,2008__34__38,bbc_20130322_332,he eventually fled the country in 2008 .,He eventually fled the country in 2008 .,13,1,../../data/pilot_crowd_data/raw_data/f1329880_allpossibletimes_motivation,Counter({'2008__34__38': 20}),20,1,20,1.0,Counter({'2008__34__38': 1.0}),1.0,Counter({'2008__34__38': 1.0}),2008__34__38,20,1.0,1.0,1.0
21.8,2008__34__38,bbc_20130322_332,he eventually fled the country in 2008 .,He eventually fled the country in 2008 .,13,1,../../data/pilot_crowd_data/raw_data/f1329880_allpossibletimes_motivation,Counter({'2008__34__38': 20}),20,1,20,1.0,Counter({'2008__34__38': 1.0}),1.0,Counter({'2008__34__38': 1.0}),no_time,0,0.0,0.0,0.0
20.9,2009 - 2010__44__55###2009__44__48###2010__51__55,AP_20130322,"one exception was the swine flu pandemic of 2009 - 2010 , when 348 children died .","One exception was the swine flu pandemic of 2009 - 2010 , when 348 children died .",5,2,../../data/pilot_crowd_data/raw_data/f1329880_allpossibletimes_motivation,"Counter({'2009 - 2010__44__55': 18, '2010__51__55': 11, '2009__44__48': 11})",40,3,20,0.7049114601837247,"Counter({'2009 - 2010__44__55': 0.9158146620932035, '2010__51__55': 0.5792197823701433, '2009__44__48': 0.5705849267119701})",0.6861147641982644,"Counter({'2009 - 2010__44__55': 0.9, '2010__51__55': 0.55, '2009__44__48': 0.55})",2009 - 2010__44__55,18,0.9158146620932036,0.9,0.0
20.9,2009 - 2010__44__55###2009__44__48###2010__51__55,AP_20130322,"one exception was the swine flu pandemic of 2009 - 2010 , when 348 children died .","One exception was the swine flu pandemic of 2009 - 2010 , when 348 children died .",5,2,../../data/pilot_crowd_data/raw_data/f1329880_allpossibletimes_motivation,"Counter({'2009 - 2010__44__55': 18, '2010__51__55': 11, '2009__44__48': 11})",40,3,20,0.7049114601837247,"Counter({'2009 - 2010__44__55': 0.9158146620932035, '2010__51__55': 0.5792197823701433, '2009__44__48': 0.5705849267119701})",0.6861147641982644,"Counter({'2009 - 2010__44__55': 0.9, '2010__51__55': 0.55, '2009__44__48': 0.55})",2009__44__48,11,0.5705849267119701,0.55,1.0
20.9,2009 - 2010__44__55###2009__44__48###2010__51__55,AP_20130322,"one exception was the swine flu pandemic of 2009 - 2010 , when 348 children died .","One exception was the swine flu pandemic of 2009 - 2010 , when 348 children died .",5,2,../../data/pilot_crowd_data/raw_data/f1329880_allpossibletimes_motivation,"Counter({'2009 - 2010__44__55': 18, '2010__51__55': 11, '2009__44__48': 11})",40,3,20,0.7049114601837247,"Counter({'2009 - 2010__44__55': 0.9158146620932035, '2010__51__55': 0.5792197823701433, '2009__44__48': 0.5705849267119701})",0.6861147641982644,"Counter({'2009 - 2010__44__55': 0.9, '2010__51__55': 0.55, '2009__44__48': 0.55})",2010__51__55,11,0.5792197823701433,0.55,1.0
20.9,2009 - 2010__44__55###2009__44__48###2010__51__55,AP_20130322,"one exception was the swine flu pandemic of 2009 - 2010 , when 348 children died .","One exception was the swine flu pandemic of 2009 - 2010 , when 348 children died .",5,2,../../data/pilot_crowd_data/raw_data/f1329880_allpossibletimes_motivation,"Counter({'2009 - 2010__44__55': 18, '2010__51__55': 11, '2009__44__48': 11})",40,3,20,0.7049114601837247,"Counter({'2009 - 2010__44__55': 0.9158146620932035, '2010__51__55': 0.5792197823701433, '2009__44__48': 0.5705849267119701})",0.6861147641982644,"Counter({'2009 - 2010__44__55': 0.9, '2010__51__55': 0.55, '2009__44__48': 0.55})",no_time,0,0.0,0.0,0.0
28.3,2009__146__150,WSJ_20130322_804,"the department of health and human services says that the law will '' make health-care coverage more affordable and accessible , '' pointing to a 2009 analysis by the congressional budget office that says average individual premiums , on an apples-to-apples basis , would be lower .","The Department of Health and Human Services says that the law will '' make health-care coverage more affordable and accessible , '' pointing to a 2009 analysis by the Congressional Budget Office that says average individual premiums , on an apples-to-apples basis , would be lower .",3,1,../../data/pilot_crowd_data/raw_data/f1329880_allpossibletimes_motivation,Counter({'2009__146__150': 20}),20,1,20,1.0,Counter({'2009__146__150': 1.0}),1.0,Counter({'2009__146__150': 1.0}),2009__146__150,20,1.0,1.0,1.0
28.3,2009__146__150,WSJ_20130322_804,"the department of health and human services says that the law will '' make health-care coverage more affordable and accessible , '' pointing to a 2009 analysis by the congressional budget office that says average individual premiums , on an apples-to-apples basis , would be lower .","The Department of Health and Human Services says that the law will '' make health-care coverage more affordable and accessible , '' pointing to a 2009 analysis by the Congressional Budget Office that says average individual premiums , on an apples-to-apples basis , would be lower .",3,1,../../data/pilot_crowd_data/raw_data/f1329880_allpossibletimes_motivation,Counter({'2009__146__150': 20}),20,1,20,1.0,Counter({'2009__146__150': 1.0}),1.0,Counter({'2009__146__150': 1.0}),no_time,0,0.0,0.0,0.0
19.85,2010__111__115,nyt_20130321_cyprus,"only ireland , still struggling to recover from the banking collapse that required an international bailout in 2010 , has a higher debt-to-g.d.p. ratio among euro zone countries .","Only Ireland , still struggling to recover from the banking collapse that required an international bailout in 2010 , has a higher debt-to-G.D.P. ratio among euro zone countries .",6,1,../../data/pilot_crowd_data/raw_data/f1329880_allpossibletimes_motivation,Counter({'2010__111__115': 20}),20,1,20,1.0,Counter({'2010__111__115': 1.0}),1.0,Counter({'2010__111__115': 1.0}),2010__111__115,20,1.0,1.0,1.0
19.85,2010__111__115,nyt_20130321_cyprus,"only ireland , still struggling to recover from the banking collapse that required an international bailout in 2010 , has a higher debt-to-g.d.p. ratio among euro zone countries .","Only Ireland , still struggling to recover from the banking collapse that required an international bailout in 2010 , has a higher debt-to-G.D.P. ratio among euro zone countries .",6,1,../../data/pilot_crowd_data/raw_data/f1329880_allpossibletimes_motivation,Counter({'2010__111__115': 20}),20,1,20,1.0,Counter({'2010__111__115': 1.0}),1.0,Counter({'2010__111__115': 1.0}),no_time,0,0.0,0.0,0.0
74.05,2010__118__122,bbc_20130322_1353,israel 's prime minister has apologised to turkey for `` any errors that could have led to loss of life '' during the 2010 commando raid on an aid flotilla that tried to breach the gaza blockade .,Israel 's prime minister has apologised to Turkey for `` any errors that could have led to loss of life '' during the 2010 commando raid on an aid flotilla that tried to breach the Gaza blockade .,0,0,../../data/pilot_crowd_data/raw_data/f1329880_allpossibletimes_motivation,Counter({'2010__118__122': 20}),20,1,20,1.0,Counter({'2010__118__122': 1.0}),1.0,Counter({'2010__118__122': 1.0}),2010__118__122,20,1.0,1.0,0.0
74.05,2010__118__122,bbc_20130322_1353,israel 's prime minister has apologised to turkey for `` any errors that could have led to loss of life '' during the 2010 commando raid on an aid flotilla that tried to breach the gaza blockade .,Israel 's prime minister has apologised to Turkey for `` any errors that could have led to loss of life '' during the 2010 commando raid on an aid flotilla that tried to breach the Gaza blockade .,0,0,../../data/pilot_crowd_data/raw_data/f1329880_allpossibletimes_motivation,Counter({'2010__118__122': 20}),20,1,20,1.0,Counter({'2010__118__122': 1.0}),1.0,Counter({'2010__118__122': 1.0}),no_time,0,0.0,0.0,0.0
19.1,2010__171__175,nyt_20130321_women_senate,"senator kirsten e. gillibrand , democrat of new york , and senator susan collins , republican of maine , led the repeal in the senate of `` do n't ask , do n't tell '' in 2010 , allowing gay men and women to serve openly in the military .","Senator Kirsten E. Gillibrand , Democrat of New York , and Senator Susan Collins , Republican of Maine , led the repeal in the Senate of `` do n't ask , do n't tell '' in 2010 , allowing gay men and women to serve openly in the military .",20,1,../../data/pilot_crowd_data/raw_data/f1329880_allpossibletimes_motivation,Counter({'2010__171__175': 20}),20,1,20,1.0,Counter({'2010__171__175': 1.0}),1.0,Counter({'2010__171__175': 1.0}),2010__171__175,20,1.0,1.0,1.0
19.1,2010__171__175,nyt_20130321_women_senate,"senator kirsten e. gillibrand , democrat of new york , and senator susan collins , republican of maine , led the repeal in the senate of `` do n't ask , do n't tell '' in 2010 , allowing gay men and women to serve openly in the military .","Senator Kirsten E. Gillibrand , Democrat of New York , and Senator Susan Collins , Republican of Maine , led the repeal in the Senate of `` do n't ask , do n't tell '' in 2010 , allowing gay men and women to serve openly in the military .",20,1,../../data/pilot_crowd_data/raw_data/f1329880_allpossibletimes_motivation,Counter({'2010__171__175': 20}),20,1,20,1.0,Counter({'2010__171__175': 1.0}),1.0,Counter({'2010__171__175': 1.0}),no_time,0,0.0,0.0,0.0
41.7,2010__39__43,WSJ_20130318_731,"microsoft corp. broke sales records in 2010 when it released its kinect - a movement-tracking device that enabled xbox users to play their favorite games through gestures alone , without need of a controller .","Microsoft Corp. broke sales records in 2010 when it released its Kinect - a movement-tracking device that enabled Xbox users to play their favorite games through gestures alone , without need of a controller .",0,1,../../data/pilot_crowd_data/raw_data/f1329880_allpossibletimes_motivation,Counter({'2010__39__43': 20}),20,1,20,1.0,Counter({'2010__39__43': 1.0}),1.0,Counter({'2010__39__43': 1.0}),2010__39__43,20,1.0,1.0,1.0
41.7,2010__39__43,WSJ_20130318_731,"microsoft corp. broke sales records in 2010 when it released its kinect - a movement-tracking device that enabled xbox users to play their favorite games through gestures alone , without need of a controller .","Microsoft Corp. broke sales records in 2010 when it released its Kinect - a movement-tracking device that enabled Xbox users to play their favorite games through gestures alone , without need of a controller .",0,1,../../data/pilot_crowd_data/raw_data/f1329880_allpossibletimes_motivation,Counter({'2010__39__43': 20}),20,1,20,1.0,Counter({'2010__39__43': 1.0}),1.0,Counter({'2010__39__43': 1.0}),no_time,0,0.0,0.0,0.0
21.2,2011__3__7,bbc_20130322_332,"in 2011 , the aar consortium attempted to block a drilling joint venture in the arctic between bp and rosneft through the courts and the plan was eventually dropped .","In 2011 , the AAR consortium attempted to block a drilling joint venture in the Arctic between BP and Rosneft through the courts and the plan was eventually dropped .",10,1,../../data/pilot_crowd_data/raw_data/f1329880_allpossibletimes_motivation,Counter({'2011__3__7': 20}),20,1,20,1.0,Counter({'2011__3__7': 1.0}),1.0,Counter({'2011__3__7': 1.0}),2011__3__7,20,1.0,1.0,1.0
21.2,2011__3__7,bbc_20130322_332,"in 2011 , the aar consortium attempted to block a drilling joint venture in the arctic between bp and rosneft through the courts and the plan was eventually dropped .","In 2011 , the AAR consortium attempted to block a drilling joint venture in the Arctic between BP and Rosneft through the courts and the plan was eventually dropped .",10,1,../../data/pilot_crowd_data/raw_data/f1329880_allpossibletimes_motivation,Counter({'2011__3__7': 20}),20,1,20,1.0,Counter({'2011__3__7': 1.0}),1.0,Counter({'2011__3__7': 1.0}),no_time,0,0.0,0.0,0.0
21.5,2011__3__7,nyt_20130321_china_pollution,"in 2011 , during a round of discussions over stricter emissions standards , the china electricity council , which represents the companies , pushed back hard against the proposals , saying that the costs of upgrading the plants would be too high .","In 2011 , during a round of discussions over stricter emissions standards , the China Electricity Council , which represents the companies , pushed back hard against the proposals , saying that the costs of upgrading the plants would be too high .",11,1,../../data/pilot_crowd_data/raw_data/f1329880_allpossibletimes_motivation,Counter({'2011__3__7': 20}),20,1,20,1.0,Counter({'2011__3__7': 1.0}),1.0,Counter({'2011__3__7': 1.0}),2011__3__7,20,1.0,1.0,1.0
21.5,2011__3__7,nyt_20130321_china_pollution,"in 2011 , during a round of discussions over stricter emissions standards , the china electricity council , which represents the companies , pushed back hard against the proposals , saying that the costs of upgrading the plants would be too high .","In 2011 , during a round of discussions over stricter emissions standards , the China Electricity Council , which represents the companies , pushed back hard against the proposals , saying that the costs of upgrading the plants would be too high .",11,1,../../data/pilot_crowd_data/raw_data/f1329880_allpossibletimes_motivation,Counter({'2011__3__7': 20}),20,1,20,1.0,Counter({'2011__3__7': 1.0}),1.0,Counter({'2011__3__7': 1.0}),no_time,0,0.0,0.0,0.0
22.1,2030__99__103###now__125__128,nyt_20130321_china_pollution,"the report estimated that the number of passenger cars in china was on track to hit 400 million by 2030 , up from 90 million now .","The report estimated that the number of passenger cars in China was on track to hit 400 million by 2030 , up from 90 million now .",14,2,../../data/pilot_crowd_data/raw_data/f1329880_allpossibletimes_motivation,"Counter({'2030__99__103': 19, 'now__125__128': 14})",33,2,20,0.8450877201636485,"Counter({'2030__99__103': 0.9580541752472141, 'now__125__128': 0.7342360673098425})",0.8281406162525051,"Counter({'2030__99__103': 0.95, 'now__125__128': 0.7})",2030__99__103,19,0.958054175247214,0.95,1.0
22.1,2030__99__103###now__125__128,nyt_20130321_china_pollution,"the report estimated that the number of passenger cars in china was on track to hit 400 million by 2030 , up from 90 million now .","The report estimated that the number of passenger cars in China was on track to hit 400 million by 2030 , up from 90 million now .",14,2,../../data/pilot_crowd_data/raw_data/f1329880_allpossibletimes_motivation,"Counter({'2030__99__103': 19, 'now__125__128': 14})",33,2,20,0.8450877201636485,"Counter({'2030__99__103': 0.9580541752472141, 'now__125__128': 0.7342360673098425})",0.8281406162525051,"Counter({'2030__99__103': 0.95, 'now__125__128': 0.7})",now__125__128,14,0.7342360673098425,0.7,1.0
22.1,2030__99__103###now__125__128,nyt_20130321_china_pollution,"the report estimated that the number of passenger cars in china was on track to hit 400 million by 2030 , up from 90 million now .","The report estimated that the number of passenger cars in China was on track to hit 400 million by 2030 , up from 90 million now .",14,2,../../data/pilot_crowd_data/raw_data/f1329880_allpossibletimes_motivation,"Counter({'2030__99__103': 19, 'now__125__128': 14})",33,2,20,0.8450877201636485,"Counter({'2030__99__103': 0.9580541752472141, 'now__125__128': 0.7342360673098425})",0.8281406162525051,"Counter({'2030__99__103': 0.95, 'now__125__128': 0.7})",no_time,0,0.0,0.0,0.0
25.4,20th Century__68__80###Century__73__80###the 20th Century__64__80###1984__19__23,bbc_20130322_1150,"before retiring in 1984 , mr lowe worked as an inspector of schools with the department of education and sciences , and he leaves three sons from a previous marriage .","Before retiring in 1984 , Mr Lowe worked as an Inspector of Schools with the Department of Education and Sciences , and he leaves three sons from a previous marriage .",18,1,../../data/pilot_crowd_data/raw_data/f1329880_allpossibletimes_motivation,"Counter({'1984__19__23': 16, 'the 20th century__64__80': 8, '20th century__68__80': 6, 'century__73__80': 5})",35,4,20,0.56769600128992,"Counter({'1984__19__23': 0.8225617317519597, 'the 20th century__64__80': 0.40568747902482566, '20th century__68__80': 0.30870084256919994, 'century__73__80': 0.2553066909104535})",0.5474315390827146,"Counter({'1984__19__23': 0.8, 'the 20th century__64__80': 0.4, '20th century__68__80': 0.3, 'century__73__80': 0.25})",20th century__68__80,6,0.30870084256919994,0.3,0.0
25.4,20th Century__68__80###Century__73__80###the 20th Century__64__80###1984__19__23,bbc_20130322_1150,"before retiring in 1984 , mr lowe worked as an inspector of schools with the department of education and sciences , and he leaves three sons from a previous marriage .","Before retiring in 1984 , Mr Lowe worked as an Inspector of Schools with the Department of Education and Sciences , and he leaves three sons from a previous marriage .",18,1,../../data/pilot_crowd_data/raw_data/f1329880_allpossibletimes_motivation,"Counter({'1984__19__23': 16, 'the 20th century__64__80': 8, '20th century__68__80': 6, 'century__73__80': 5})",35,4,20,0.56769600128992,"Counter({'1984__19__23': 0.8225617317519597, 'the 20th century__64__80': 0.40568747902482566, '20th century__68__80': 0.30870084256919994, 'century__73__80': 0.2553066909104535})",0.5474315390827146,"Counter({'1984__19__23': 0.8, 'the 20th century__64__80': 0.4, '20th century__68__80': 0.3, 'century__73__80': 0.25})",century__73__80,5,0.2553066909104535,0.25,0.0
25.4,20th Century__68__80###Century__73__80###the 20th Century__64__80###1984__19__23,bbc_20130322_1150,"before retiring in 1984 , mr lowe worked as an inspector of schools with the department of education and sciences , and he leaves three sons from a previous marriage .","Before retiring in 1984 , Mr Lowe worked as an Inspector of Schools with the Department of Education and Sciences , and he leaves three sons from a previous marriage .",18,1,../../data/pilot_crowd_data/raw_data/f1329880_allpossibletimes_motivation,"Counter({'1984__19__23': 16, 'the 20th century__64__80': 8, '20th century__68__80': 6, 'century__73__80': 5})",35,4,20,0.56769600128992,"Counter({'1984__19__23': 0.8225617317519597, 'the 20th century__64__80': 0.40568747902482566, '20th century__68__80': 0.30870084256919994, 'century__73__80': 0.2553066909104535})",0.5474315390827146,"Counter({'1984__19__23': 0.8, 'the 20th century__64__80': 0.4, '20th century__68__80': 0.3, 'century__73__80': 0.25})",the 20th century__64__80,8,0.4056874790248257,0.4,0.0
25.4,20th Century__68__80###Century__73__80###the 20th Century__64__80###1984__19__23,bbc_20130322_1150,"before retiring in 1984 , mr lowe worked as an inspector of schools with the department of education and sciences , and he leaves three sons from a previous marriage .","Before retiring in 1984 , Mr Lowe worked as an Inspector of Schools with the Department of Education and Sciences , and he leaves three sons from a previous marriage .",18,1,../../data/pilot_crowd_data/raw_data/f1329880_allpossibletimes_motivation,"Counter({'1984__19__23': 16, 'the 20th century__64__80': 8, '20th century__68__80': 6, 'century__73__80': 5})",35,4,20,0.56769600128992,"Counter({'1984__19__23': 0.8225617317519597, 'the 20th century__64__80': 0.40568747902482566, '20th century__68__80': 0.30870084256919994, 'century__73__80': 0.2553066909104535})",0.5474315390827146,"Counter({'1984__19__23': 0.8, 'the 20th century__64__80': 0.4, '20th century__68__80': 0.3, 'century__73__80': 0.25})",1984__19__23,16,0.8225617317519597,0.8,1.0
25.4,20th Century__68__80###Century__73__80###the 20th Century__64__80###1984__19__23,bbc_20130322_1150,"before retiring in 1984 , mr lowe worked as an inspector of schools with the department of education and sciences , and he leaves three sons from a previous marriage .","Before retiring in 1984 , Mr Lowe worked as an Inspector of Schools with the Department of Education and Sciences , and he leaves three sons from a previous marriage .",18,1,../../data/pilot_crowd_data/raw_data/f1329880_allpossibletimes_motivation,"Counter({'1984__19__23': 16, 'the 20th century__64__80': 8, '20th century__68__80': 6, 'century__73__80': 5})",35,4,20,0.56769600128992,"Counter({'1984__19__23': 0.8225617317519597, 'the 20th century__64__80': 0.40568747902482566, '20th century__68__80': 0.30870084256919994, 'century__73__80': 0.2553066909104535})",0.5474315390827146,"Counter({'1984__19__23': 0.8, 'the 20th century__64__80': 0.4, '20th century__68__80': 0.3, 'century__73__80': 0.25})",no_time,0,0.0,0.0,0.0
33.05,3:07:35__42__49,WSJ_20130321_1145,"he won the gusher marathon , finishing in 3:07:35 .","He won the Gusher Marathon , finishing in 3:07:35 .",12,1,../../data/pilot_crowd_data/raw_data/f1329880_allpossibletimes_motivation,Counter({'3:07:35__42__49': 20}),20,1,20,1.0,Counter({'3:07:35__42__49': 1.0}),1.0,Counter({'3:07:35__42__49': 1.0}),3:07:35__42__49,20,1.0,1.0,1.0
33.05,3:07:35__42__49,WSJ_20130321_1145,"he won the gusher marathon , finishing in 3:07:35 .","He won the Gusher Marathon , finishing in 3:07:35 .",12,1,../../data/pilot_crowd_data/raw_data/f1329880_allpossibletimes_motivation,Counter({'3:07:35__42__49': 20}),20,1,20,1.0,Counter({'3:07:35__42__49': 1.0}),1.0,Counter({'3:07:35__42__49': 1.0}),no_time,0,0.0,0.0,0.0
29.8,6 months__42__50###months__44__50###each season__87__98###ages 6 months__37__50,AP_20130322,"the cdc recommends that all children ages 6 months and older be vaccinated against flu each season , though only about half get a flu shot or nasal spray .","The CDC recommends that all children ages 6 months and older be vaccinated against flu each season , though only about half get a flu shot or nasal spray .",6,1,../../data/pilot_crowd_data/raw_data/f1329880_allpossibletimes_motivation,"Counter({'each season__87__98': 15, '6 months__42__50': 14, 'months__44__50': 11, 'ages 6 months__37__50': 8})",48,4,20,0.607861057781953,"Counter({'each season__87__98': 0.7702903322328906, '6 months__42__50': 0.7284507704382329, 'months__44__50': 0.5728688626547881, 'ages 6 months__37__50': 0.42701380218664403})",0.5836441121137834,"Counter({'each season__87__98': 0.75, '6 months__42__50': 0.7, 'months__44__50': 0.55, 'ages 6 months__37__50': 0.4})",6 months__42__50,14,0.7284507704382329,0.7,0.0
29.8,6 months__42__50###months__44__50###each season__87__98###ages 6 months__37__50,AP_20130322,"the cdc recommends that all children ages 6 months and older be vaccinated against flu each season , though only about half get a flu shot or nasal spray .","The CDC recommends that all children ages 6 months and older be vaccinated against flu each season , though only about half get a flu shot or nasal spray .",6,1,../../data/pilot_crowd_data/raw_data/f1329880_allpossibletimes_motivation,"Counter({'each season__87__98': 15, '6 months__42__50': 14, 'months__44__50': 11, 'ages 6 months__37__50': 8})",48,4,20,0.607861057781953,"Counter({'each season__87__98': 0.7702903322328906, '6 months__42__50': 0.7284507704382329, 'months__44__50': 0.5728688626547881, 'ages 6 months__37__50': 0.42701380218664403})",0.5836441121137834,"Counter({'each season__87__98': 0.75, '6 months__42__50': 0.7, 'months__44__50': 0.55, 'ages 6 months__37__50': 0.4})",months__44__50,11,0.5728688626547881,0.55,0.0
29.8,6 months__42__50###months__44__50###each season__87__98###ages 6 months__37__50,AP_20130322,"the cdc recommends that all children ages 6 months and older be vaccinated against flu each season , though only about half get a flu shot or nasal spray .","The CDC recommends that all children ages 6 months and older be vaccinated against flu each season , though only about half get a flu shot or nasal spray .",6,1,../../data/pilot_crowd_data/raw_data/f1329880_allpossibletimes_motivation,"Counter({'each season__87__98': 15, '6 months__42__50': 14, 'months__44__50': 11, 'ages 6 months__37__50': 8})",48,4,20,0.607861057781953,"Counter({'each season__87__98': 0.7702903322328906, '6 months__42__50': 0.7284507704382329, 'months__44__50': 0.5728688626547881, 'ages 6 months__37__50': 0.42701380218664403})",0.5836441121137834,"Counter({'each season__87__98': 0.75, '6 months__42__50': 0.7, 'months__44__50': 0.55, 'ages 6 months__37__50': 0.4})",each season__87__98,15,0.7702903322328906,0.75,1.0
29.8,6 months__42__50###months__44__50###each season__87__98###ages 6 months__37__50,AP_20130322,"the cdc recommends that all children ages 6 months and older be vaccinated against flu each season , though only about half get a flu shot or nasal spray .","The CDC recommends that all children ages 6 months and older be vaccinated against flu each season , though only about half get a flu shot or nasal spray .",6,1,../../data/pilot_crowd_data/raw_data/f1329880_allpossibletimes_motivation,"Counter({'each season__87__98': 15, '6 months__42__50': 14, 'months__44__50': 11, 'ages 6 months__37__50': 8})",48,4,20,0.607861057781953,"Counter({'each season__87__98': 0.7702903322328906, '6 months__42__50': 0.7284507704382329, 'months__44__50': 0.5728688626547881, 'ages 6 months__37__50': 0.42701380218664403})",0.5836441121137834,"Counter({'each season__87__98': 0.75, '6 months__42__50': 0.7, 'months__44__50': 0.55, 'ages 6 months__37__50': 0.4})",ages 6 months__37__50,8,0.427013802186644,0.4,0.0
29.8,6 months__42__50###months__44__50###each season__87__98###ages 6 months__37__50,AP_20130322,"the cdc recommends that all children ages 6 months and older be vaccinated against flu each season , though only about half get a flu shot or nasal spray .","The CDC recommends that all children ages 6 months and older be vaccinated against flu each season , though only about half get a flu shot or nasal spray .",6,1,../../data/pilot_crowd_data/raw_data/f1329880_allpossibletimes_motivation,"Counter({'each season__87__98': 15, '6 months__42__50': 14, 'months__44__50': 11, 'ages 6 months__37__50': 8})",48,4,20,0.607861057781953,"Counter({'each season__87__98': 0.7702903322328906, '6 months__42__50': 0.7284507704382329, 'months__44__50': 0.5728688626547881, 'ages 6 months__37__50': 0.42701380218664403})",0.5836441121137834,"Counter({'each season__87__98': 0.75, '6 months__42__50': 0.7, 'months__44__50': 0.55, 'ages 6 months__37__50': 0.4})",no_time,0,0.0,0.0,0.0
