Doc Id,Sentence Id,Event Id,Aspect,End Offset,Event Class,Event Id.1,Is Event,Lemma Stanford,Lowercase Lemma Stanford,Lowercase Token,POS Tag Stanford,Polarity,Pos,Start Offset,Tense,Token,Token Id Doc,Token Id Sent,Token POS,Lemma POS
bbc_20130322_332,5,e16,NONE,68,B-OCCURRENCE,e16,1,see,see,see,VB,POS,VB,65,INFINITIVE,see,123,11,see-VB,see-VB
bbc_20130322_332,5,e17,PERFECTIVE,126,B-OCCURRENCE,e17,1,realise,realise,realised,VBN,POS,VB,118,PRESENT,realised,133,21,realised-VB,realise-VB
bbc_20130322_332,5,e18,NONE,139,B-OCCURRENCE,e18,1,reshape,reshape,reshaping,VBG,POS,VB,130,PRESPART,reshaping,135,23,reshaping-VB,reshape-VB
bbc_20130322_332,6,e19,NONE,10,B-I_STATE,e19,1,expect,expect,expects,VBZ,POS,VB,3,PRESENT,expects,142,2,expects-VB,expect-VB
bbc_20130322_332,6,e20,NONE,49,B-OCCURRENCE,e20,1,take,take,take,VB,POS,VB,45,NONE,take,148,8,take-VB,take-VB
bbc_20130322_332,6,e21,NONE,86,B-ASPECTUAL,e21,1,complete,complete,complete,VB,POS,VB,78,INFINITIVE,complete,155,15,complete-VB,complete-VB
bbc_20130322_332,7,e22,NONE,22,B-OCCURRENCE,e22,1,invest,invest,invested,VBD,POS,VB,14,PAST,invested,161,5,invested-VB,invest-VB
bbc_20130322_332,7,e44,NONE,80,B-OCCURRENCE,e44,1,formation,formation,formation,NN,POS,NN,71,NONE,formation,173,17,formation-NN,formation-NN
bbc_20130322_332,7,e23,NONE,114,B-REPORTING,e23,1,say,say,said,VBD,POS,VB,110,PAST,said,181,25,said-VB,say-VB
bbc_20130322_332,8,e24,NONE,40,B-OCCURRENCE,e24,1,receive,receive,received,VBD,POS,VB,32,PAST,received,189,7,received-VB,receive-VB
bbc_20130322_332,9,e25,PERFECTIVE,26,B-OCCURRENCE,e25,1,involvement,involvement,involvement,NN,POS,NN,15,NONE,involvement,206,4,involvement-NN,involvement-NN
bbc_20130322_332,9,e45,PERFECTIVE,74,B-STATE,e45,1,lucrative,lucrative,lucrative,JJ,POS,JJ,65,PRESENT,lucrative,214,12,lucrative-JJ,lucrative-JJ
bbc_20130322_332,9,e26,PERFECTIVE,128,B-STATE,e26,1,fraught,fraught,fraught,JJ,POS,JJ,121,PRESENT,fraught,223,21,fraught-JJ,fraught-JJ
bbc_20130322_332,10,e27,NONE,38,B-I_ACTION,e27,1,attempt,attempt,attempted,VBD,POS,VB,29,PAST,attempted,233,7,attempted-VB,attempt-VB
bbc_20130322_332,10,e28,NONE,47,B-ASPECTUAL,e28,1,block,block,block,VB,POS,VB,42,INFINITIVE,block,235,9,block-VB,block-VB
bbc_20130322_332,10,e29,NONE,164,B-OCCURRENCE,e29,1,drop,drop,dropped,VBN,POS,VB,157,PAST,dropped,255,29,dropped-VB,drop-VB
bbc_20130322_332,11,e30,PERFECTIVE,65,B-OCCURRENCE,e30,1,fall,fall,fallen,VBN,POS,VB,59,PRESENT,fallen,268,12,fallen-VB,fall-VB
bbc_20130322_332,12,e31,PROGRESSIVE,13,B-OCCURRENCE,e31,1,serve,serve,serving,VBG,POS,VB,6,PAST,serving,275,2,serving-VB,serve-VB
bbc_20130322_332,12,e33,NONE,100,B-OCCURRENCE,e33,1,bug,bug,bugged,VBD,POS,VB,94,PAST,bugged,296,23,bugged-VB,bug-VB
bbc_20130322_332,12,e34,NONE,111,B-OCCURRENCE,e34,1,raid,raid,raided,VBD,POS,VB,105,PAST,raided,298,25,raided-VB,raid-VB
bbc_20130322_332,12,e35,NONE,133,B-OCCURRENCE,e35,1,meet,meet,met,VBD,POS,VB,130,PAST,met,303,30,met-VB,meet-VB
bbc_20130322_332,12,e47,NONE,163,B-OCCURRENCE,e47,1,demand,demand,demands,NNS,POS,NN,156,PAST,demands,307,34,demands-NN,demand-NN
bbc_20130322_332,12,e48,NONE,178,B-OCCURRENCE,e48,1,action,action,action,NN,POS,NN,172,PAST,action,310,37,action-NN,action-NN
bbc_20130322_332,12,e49,NONE,196,B-OCCURRENCE,e49,1,problem,problem,problems,NNS,POS,NN,188,PAST,problems,313,40,problems-NN,problem-NN
bbc_20130322_332,13,e36,NONE,18,B-OCCURRENCE,e36,1,flee,flee,fled,VBD,POS,VB,14,PAST,fled,317,3,fled-VB,flee-VB
bbc_20130322_332,14,e50,NONE,14,B-OCCURRENCE,e50,1,tie-up,tie-up,tie-up,NN,POS,NN,8,NONE,tie-up,325,3,tie-up-NN,tie-up-NN
bbc_20130322_332,14,e37,NONE,37,B-ASPECTUAL,e37,1,keep,keep,keep,VB,POS,VB,33,FUTURE,keep,329,7,keep-VB,keep-VB
bbc_20130322_332,14,e38,NONE,61,B-I_ACTION,e38,1,allow,allow,allowing,VBG,POS,VB,53,PRESPART,allowing,334,12,allowing-VB,allow-VB
bbc_20130322_332,14,e39,NONE,76,B-ASPECTUAL,e39,1,continue,continue,continue,VB,POS,VB,68,INFINITIVE,continue,337,15,continue-VB,continue-VB
bbc_20130322_332,14,e40,NONE,87,B-OCCURRENCE,e40,1,explore,explore,explore,VB,POS,VB,80,INFINITIVE,explore,339,17,explore-VB,explore-VB
bbc_20130322_332,15,e42,NONE,20,B-OCCURRENCE,e42,1,benefit,benefit,benefits,NNS,POS,NN,12,PRESENT,benefits,357,3,benefits-NN,benefit-NN
bbc_20130322_721,0,e1,PERFECTIVE,45,B-OCCURRENCE,e1,1,raid,raid,raided,VBN,POS,VB,39,PRESENT,raided,7,7,raided-VB,raid-VB
bbc_20130322_721,1,e2,NONE,34,B-OCCURRENCE,e2,1,document,document,documenting,VBG,POS,VB,23,PRESPART,documenting,30,5,documenting-VB,document-VB
bbc_20130322_721,1,e3,NONE,54,B-OCCURRENCE,e3,1,abuse,abuse,abuses,NNS,POS,NN,48,NONE,abuses,33,8,abuses-NN,abuse-NN
bbc_20130322_721,2,e4,PERFECTIVE,35,B-REPORTING,e4,1,voice,voice,voiced,VBN,POS,VB,29,PRESENT,voiced,43,7,voiced-VB,voice-VB
bbc_20130322_721,2,e5,NONE,53,B-I_ACTION,e5,1,ask,ask,asked,VBD,POS,VB,48,PAST,asked,46,10,asked-VB,ask-VB
bbc_20130322_721,2,e1000,NONE,95,B-OCCURRENCE,e1000,1,explanation,explanation,explanation,NN,POS,NN,84,FUTURE,explanation,52,16,explanation-NN,explanation-NN
bbc_20130322_721,3,e6,NONE,22,B-STATE,e6,1,say,say,says,VBZ,POS,VB,18,PRESENT,says,58,5,says-VB,say-VB
bbc_20130322_721,4,e1000016,NONE,24,B-OCCURRENCE,e1000016,1,repression,repression,repressions,NNS,POS,NN,13,PAST,repressions,85,4,repressions-NN,repression-NN
bbc_20130322_721,4,e10,NONE,97,B-OCCURRENCE,e10,1,denounce,denounce,denounce,VB,POS,VB,89,INFINITIVE,denounce,99,18,denounce-VB,denounce-VB
bbc_20130322_721,4,e11,NONE,171,B-I_ACTION,e11,1,lead,lead,lead,VB,POS,VB,167,NONE,lead,112,31,lead-VB,lead-VB
bbc_20130322_721,4,e1000017,NONE,184,B-OCCURRENCE,e1000017,1,execution,execution,execution,NN,POS,NN,175,NONE,execution,114,33,execution-NN,execution-NN
bbc_20130322_721,5,e12,NONE,13,B-REPORTING,e12,1,say,say,says,VBZ,POS,VB,9,PRESENT,says,117,2,says-VB,say-VB
bbc_20130322_721,5,e13,NONE,33,B-OCCURRENCE,e13,1,return,return,returned,VBD,POS,VB,25,PAST,returned,119,4,returned-VB,return-VB
bbc_20130322_721,5,e14,PERFECTIVE,89,B-OCCURRENCE,e14,1,seize,seize,seized,VBN,POS,VB,83,PRESENT,seized,129,14,seized-VB,seize-VB
bbc_20130322_721,6,e15,NONE,40,B-REPORTING,e15,1,say,say,said,VBD,POS,VB,36,PAST,said,143,7,said-VB,say-VB
bbc_20130322_721,6,e1000018,NONE,56,B-OCCURRENCE,e1000018,1,inspection,inspection,inspections,NNS,POS,NN,45,PAST,inspections,145,9,inspections-NN,inspection-NN
bbc_20130322_721,6,e16,NONE,77,B-OCCURRENCE,e16,1,link,link,linked,VBN,POS,VB,71,PAST,linked,148,12,linked-VB,link-VB
bbc_20130322_721,6,e1000019,NONE,137,B-STATE,e1000019,1,compliance,compliance,compliance,NN,POS,NN,127,PAST,compliance,160,24,compliance-NN,compliance-NN
bbc_20130322_721,7,e17,NONE,42,B-OCCURRENCE,e17,1,quote,quote,quoted,VBN,POS,VB,36,PAST,quoted,169,6,quoted-VB,quote-VB
bbc_20130322_721,7,e18,NONE,83,B-REPORTING,e18,1,say,say,said,VBD,POS,VB,79,PAST,said,177,14,said-VB,say-VB
bbc_20130322_721,7,e19,NONE,90,B-STATE,e19,1,be,be,was,VBD,POS,VB,87,PAST,was,179,16,was-VB,be-VB
bbc_20130322_721,8,e21,NONE,11,B-I_ACTION,e21,1,insist,insist,insisted,VBD,POS,VB,3,PAST,insisted,195,2,insisted-VB,insist-VB
bbc_20130322_721,8,e22,NONE,47,B-OCCURRENCE,e22,1,change,change,change,VB,NEG,VB,41,FUTURE,change,203,10,change-VB,change-VB
bbc_20130322_721,9,e23,NONE,19,B-OCCURRENCE,e23,1,refuse,refuse,refuse,VB,NEG,VB,13,FUTURE,refuse,214,5,refuse-VB,refuse-VB
bbc_20130322_721,9,e24,NONE,60,B-OCCURRENCE,e24,1,register,register,register,VB,NEG,VB,52,FUTURE,register,221,12,register-VB,register-VB
bbc_20130322_721,9,e25,NONE,96,B-REPORTING,e25,1,say,say,said,VBD,POS,VB,92,PAST,said,231,22,said-VB,say-VB
CNN_20130321_821,0,e1,NONE,23,B-OCCURRENCE,e1,1,make,make,make,VB,POS,VB,19,FUTURE,make,4,4,make-VB,make-VB
CNN_20130321_821,1,e4,PERFECTIVE,84,B-STATE,e4,1,have,have,had,VBN,POS,VB,81,PRESENT,had,48,13,had-VB,have-VB
CNN_20130321_821,2,e5,PERFECTIVE,32,B-OCCURRENCE,e5,1,use,use,used,VBN,POS,VB,28,PRESENT,used,63,6,used-VB,use-VB
CNN_20130321_821,3,e8,NONE,49,B-OCCURRENCE,e8,1,unleash,unleash,unleashed,VBN,POS,VB,40,PAST,unleashed,87,8,unleashed-VB,unleash-VB
CNN_20130321_821,4,e1000,NONE,24,B-I_ACTION,e1000,1,intend,intend,intended,VBN,POS,VB,16,PRESENT,intended,101,4,intended-VB,intend-VB
CNN_20130321_821,7,e1002,NONE,8,B-I_ACTION,e1002,1,try,try,tries,VBZ,POS,VB,3,PRESENT,tries,134,2,tries-VB,try-VB
CNN_20130321_821,7,e1003,NONE,21,B-OCCURRENCE,e1003,1,undermine,undermine,undermine,VB,POS,VB,12,INFINITIVE,undermine,136,4,undermine-VB,undermine-VB
CNN_20130321_821,8,e20,NONE,12,B-I_ACTION,e20,1,assure,assure,assure,VB,POS,VB,6,PRESENT,assure,158,3,assure-VB,assure-VB
CNN_20130322_1003,0,e1,NONE,30,B-I_ACTION,e1,1,accuse,accuse,accused,VBN,POS,VB,23,PAST,accused,7,7,accused-VB,accuse-VB
CNN_20130322_1003,0,e2,NONE,40,B-OCCURRENCE,e2,1,fake,fake,faking,VBG,POS,VB,34,PRESPART,faking,9,9,faking-VB,fake-VB
CNN_20130322_1003,0,e2012,NONE,50,B-OCCURRENCE,e2012,1,death,death,death,NN,POS,NN,45,NONE,death,11,11,death-NN,death-NN
CNN_20130322_1003,0,e3,NONE,70,B-I_ACTION,e3,1,plead,plead,pleaded,VBD,POS,VB,63,PAST,pleaded,14,14,pleaded-VB,plead-VB
CNN_20130322_1003,0,e5,NONE,167,B-REPORTING,e5,1,announce,announce,announced,VBD,POS,VB,158,PAST,announced,28,28,announced-VB,announce-VB
CNN_20130322_1003,1,e6,NONE,65,B-REPORTING,e6,1,report,report,reported,VBN,POS,VB,57,PAST,reported,43,14,reported-VB,report-VB
CNN_20130322_1003,1,e7,NONE,73,B-OCCURRENCE,e7,1,miss,miss,missing,VBG,POS,VB,66,PRESPART,missing,44,15,missing-VB,miss-VB
CNN_20130322_1003,2,e8,NONE,37,B-OCCURRENCE,e8,1,search,search,search,NN,POS,NN,31,PRESENT,search,67,6,search-NN,search-NN
CNN_20130322_1003,2,e9,NONE,99,B-REPORTING,e9,1,say,say,said,VBD,POS,VB,95,PAST,said,77,16,said-VB,say-VB
CNN_20130322_1003,2,e10,NONE,121,B-OCCURRENCE,e10,1,learn,learn,learned,VBD,POS,VB,114,PAST,learned,80,19,learned-VB,learn-VB
CNN_20130322_1003,2,e11,PERFECTIVE,186,B-OCCURRENCE,e11,1,pull,pull,pulled,VBN,POS,VB,180,PAST,pulled,93,32,pulled-VB,pull-VB
CNN_20130322_1003,2,e1000,PROGRESSIVE,204,B-OCCURRENCE,e1000,1,speeding,speeding,speeding,NN,POS,NN,196,PAST,speeding,96,35,speeding-NN,speeding-NN
CNN_20130322_1003,3,e12,NONE,38,B-OCCURRENCE,e12,1,pull,pull,pulled,VBN,POS,VB,32,PAST,pulled,104,7,pulled-VB,pull-VB
CNN_20130322_1003,3,e13,NONE,71,B-OCCURRENCE,e13,1,show,show,showed,VBD,POS,VB,65,PAST,showed,112,15,showed-VB,show-VB
CNN_20130322_1003,3,e14,PERFECTIVE,110,B-OCCURRENCE,e14,1,discover,discover,discovered,VBN,POS,VB,100,PAST,discovered,117,20,discovered-VB,discover-VB
CNN_20130322_1003,3,e15,NONE,124,B-OCCURRENCE,e15,1,appear,appear,appeared,VBD,POS,VB,116,PAST,appeared,119,22,appeared-VB,appear-VB
CNN_20130322_1003,3,e2001,NONE,173,B-OCCURRENCE,e2001,1,fake,fake,fake,JJ,POS,JJ,169,NONE,fake,130,33,fake-JJ,fake-JJ
CNN_20130322_1003,3,e16,NONE,183,B-OCCURRENCE,e16,1,death,death,death,NN,POS,NN,178,PAST,death,132,35,death-NN,death-NN
CNN_20130322_1003,4,e17,NONE,19,B-I_STATE,e17,1,want,want,wanted,VBD,POS,VB,13,PAST,wanted,136,3,wanted-VB,want-VB
CNN_20130322_1003,4,e18,NONE,47,B-OCCURRENCE,e18,1,collect,collect,collect,VB,POS,VB,40,INFINITIVE,collect,142,9,collect-VB,collect-VB
CNN_20130322_1003,4,e19,NONE,110,B-ASPECTUAL,e19,1,start,start,started,VBD,POS,VB,103,PAST,started,153,20,started-VB,start-VB
CNN_20130322_1003,4,e20,NONE,144,B-REPORTING,e20,1,say,say,said,VBD,POS,VB,140,PAST,said,161,28,said-VB,say-VB
CNN_20130322_1003,5,e21,NONE,21,B-OCCURRENCE,e21,1,arrest,arrest,arrested,VBD,POS,VB,13,PAST,arrested,165,3,arrested-VB,arrest-VB
CNN_20130322_1003,6,e23,NONE,31,B-I_ACTION,e23,1,agree,agree,agreed,VBD,POS,VB,25,PAST,agreed,188,5,agreed-VB,agree-VB
CNN_20130322_1003,6,e24,NONE,40,B-I_ACTION,e24,1,plead,plead,plead,VB,POS,VB,35,INFINITIVE,plead,190,7,plead-VB,plead-VB
CNN_20130322_1003,6,e25,NONE,72,B-OCCURRENCE,e25,1,charge,charge,charge,NN,POS,NN,66,PAST,charge,195,12,charge-NN,charge-NN
CNN_20130322_1003,6,e26,NONE,99,B-OCCURRENCE,e26,1,sentence,sentence,sentence,NN,POS,NN,91,PAST,sentence,200,17,sentence-NN,sentence-NN
CNN_20130322_1003,6,e27,NONE,184,B-REPORTING,e27,1,say,say,said,VBD,POS,VB,180,PAST,said,217,34,said-VB,say-VB
CNN_20130322_1003,7,e28,NONE,16,B-OCCURRENCE,e28,1,pay,pay,pay,VB,POS,VB,13,PRESENT,pay,222,4,pay-VB,pay-VB
CNN_20130322_1003,7,e29,NONE,55,B-OCCURRENCE,e29,1,search,search,search,NN,POS,NN,49,PRESENT,search,229,11,search-NN,search-NN
CNN_20130322_1003,8,e30,NONE,15,B-REPORTING,e30,1,tell,tell,told,VBD,POS,VB,11,PAST,told,250,3,told-VB,tell-VB
CNN_20130322_1003,8,e31,NONE,41,B-I_STATE,e31,1,think,think,thought,VBD,POS,VB,34,PAST,thought,255,8,thought-VB,think-VB
CNN_20130322_1003,8,e32,NONE,61,B-OCCURRENCE,e32,1,devise,devise,devised,VBD,POS,VB,54,PAST,devised,258,11,devised-VB,devise-VB
CNN_20130322_1003,8,e33,NONE,89,B-OCCURRENCE,e33,1,fire,fire,fired,VBN,POS,VB,84,PAST,fired,264,17,fired-VB,fire-VB
CNN_20130322_1003,9,e34,NONE,34,B-REPORTING,e34,1,say,say,said,VBD,POS,VB,30,PAST,said,277,7,said-VB,say-VB
CNN_20130322_1003,9,e2003,PERFECTIVE,55,B-STATE,e2003,1,unaware,unaware,unaware,JJ,POS,JJ,48,PAST,unaware,281,11,unaware-JJ,unaware-JJ
CNN_20130322_1003,9,e35,NONE,67,B-OCCURRENCE,e35,1,ruse,ruse,ruse,NN,POS,NN,63,PAST,ruse,284,14,ruse-NN,ruse-NN
CNN_20130322_1003,9,e36,NONE,88,B-OCCURRENCE,e36,1,uncover,uncover,uncovered,VBD,POS,VB,79,PAST,uncovered,287,17,uncovered-VB,uncover-VB
CNN_20130322_1003,9,e1001,NONE,114,B-OCCURRENCE,e1001,1,correspondence,correspondence,correspondence,NN,POS,NN,100,PAST,correspondence,290,20,correspondence-NN,correspondence-NN
CNN_20130322_1003,10,e37,NONE,41,B-OCCURRENCE,e37,1,find,find,find,VB,POS,VB,37,INFINITIVE,find,302,11,find-VB,find-VB
CNN_20130322_1003,10,e38,PROGRESSIVE,66,B-ASPECTUAL,e38,1,go,go,going,VBG,POS,VB,61,PRESENT,going,307,16,going-VB,go-VB
CNN_20130322_1003,11,e39,NONE,4,B-OCCURRENCE,e39,1,call,call,call,VB,POS,VB,0,PRESENT,Call,309,1,call-VB,call-VB
CNN_20130322_1003,11,e40,NONE,66,B-REPORTING,e40,1,write,write,wrote,VBD,POS,VB,61,PAST,wrote,323,15,wrote-VB,write-VB
CNN_20130322_1003,11,e41,NONE,122,B-REPORTING,e41,1,report,report,reported,VBD,POS,VB,114,PAST,reported,335,27,reported-VB,report-VB
CNN_20130322_1003,11,e42,NONE,134,B-STATE,e42,1,miss,miss,missing,VBG,POS,VB,127,PRESPART,missing,337,29,missing-VB,miss-VB
CNN_20130322_1003,12,e43,PROGRESSIVE,32,B-STATE,e43,1,pend,pend,pending,VBG,POS,VB,25,PRESENT,pending,345,7,pending-VB,pend-VB
CNN_20130322_1003,12,e44,NONE,61,B-REPORTING,e44,1,say,say,said,VBD,POS,VB,57,PAST,said,350,12,said-VB,say-VB
CNN_20130322_1003,13,e45,NONE,51,B-REPORTING,e45,1,defend,defend,defended,VBD,POS,VB,43,PAST,defended,360,9,defended-VB,defend-VB
CNN_20130322_1003,13,e46,NONE,79,B-OCCURRENCE,e46,1,arrest,arrest,arrest,NN,POS,NN,73,PAST,arrest,365,14,arrest-NN,arrest-NN
CNN_20130322_1003,13,e47,PROGRESSIVE,88,B-REPORTING,e47,1,say,say,saying,VBG,POS,VB,82,PRESENT,saying,367,16,saying-VB,say-VB
CNN_20130322_1003,13,e2005,NONE,109,B-OCCURRENCE,e2005,1,abuse,abuse,abuse,NN,POS,NN,104,PAST,abuse,372,21,abuse-NN,abuse-NN
CNN_20130322_1003,13,e2006,NONE,129,B-OCCURRENCE,e2006,1,manipulation,manipulation,manipulation,NN,POS,NN,117,PAST,manipulation,375,24,manipulation-NN,manipulation-NN
CNN_20130322_1003,13,e2007,NONE,145,B-OCCURRENCE,e2007,1,coercion,coercion,coercion,NN,POS,NN,137,PAST,coercion,378,27,coercion-NN,coercion-NN
CNN_20130322_1003,14,e48,NONE,47,B-OCCURRENCE,e48,1,deny,deny,denied,VBD,POS,VB,41,PAST,denied,393,9,denied-VB,deny-VB
CNN_20130322_1003,14,e49,PERFECTIVE,80,B-OCCURRENCE,e49,1,involve,involve,involved,VBN,POS,VB,72,PAST,involved,399,15,involved-VB,involve-VB
CNN_20130322_1003,15,e2008,NONE,16,B-STATE,e2008,1,issue,issue,issues,NNS,POS,NN,10,PAST,issues,409,4,issues-NN,issue-NN
CNN_20130322_1003,15,e2009,NONE,90,B-OCCURRENCE,e2009,1,agreement,agreement,agreement,NN,POS,NN,81,NONE,agreement,421,16,agreement-NN,agreement-NN
CNN_20130322_1003,15,e50,NONE,119,B-REPORTING,e50,1,tell,tell,told,VBD,POS,VB,115,PAST,told,428,23,told-VB,tell-VB
CNN_20130322_1003,16,e51,PERFECTIVE,17,B-OCCURRENCE,e51,1,admit,admit,admitted,VBN,POS,VB,9,PRESENT,admitted,436,4,admitted-VB,admit-VB
CNN_20130322_1003,17,e52,PERFECTIVE,14,B-OCCURRENCE,e52,1,accept,accept,accepted,VBN,POS,VB,6,PRESENT,accepted,442,3,accepted-VB,accept-VB
CNN_20130322_1003,18,e53,NONE,11,B-OCCURRENCE,e53,1,add,add,added,VBD,POS,VB,6,PAST,added,447,2,added-VB,add-VB
CNN_20130322_1003,18,e2010,PROGRESSIVE,52,B-STATE,e2010,1,treatment,treatment,treatment,NN,POS,NN,43,PAST,treatment,454,9,treatment-NN,treatment-NN
CNN_20130322_1003,19,e54,NONE,24,B-OCCURRENCE,e54,1,negotiation,negotiation,negotiations,NNS,POS,NN,12,PAST,negotiations,464,3,negotiations-NN,negotiation-NN
CNN_20130322_1003,19,e55,NONE,45,B-I_ACTION,e55,1,ask,ask,asked,VBD,POS,VB,40,PAST,asked,468,7,asked-VB,ask-VB
CNN_20130322_1003,19,e56,NONE,89,B-OCCURRENCE,e56,1,give,give,give,VB,NEG,VB,85,INFINITIVE,give,476,15,give-VB,give-VB
CNN_20130322_1003,19,e57,NONE,120,B-REPORTING,e57,1,say,say,said,VBD,POS,VB,116,PAST,said,483,22,said-VB,say-VB
CNN_20130322_1003,20,e2011,NONE,79,B-STATE,e2011,1,contact,contact,contact,NN,NEG,NN,72,NONE,contact,500,16,contact-NN,contact-NN
CNN_20130322_1003,20,e58,NONE,99,B-OCCURRENCE,e58,1,arrest,arrest,arrests,NNS,POS,NN,92,PRESENT,arrests,503,19,arrests-NN,arrest-NN
CNN_20130322_1003,20,e59,NONE,112,B-REPORTING,e59,1,say,say,said,VBD,POS,VB,108,PAST,said,506,22,said-VB,say-VB
CNN_20130322_1003,21,e60,NONE,16,B-I_STATE,e60,1,like,like,like,VB,POS,VB,12,NONE,like,511,4,like-VB,like-VB
CNN_20130322_1003,21,e61,NONE,30,B-OCCURRENCE,e61,1,straighten,straighten,straighten,VB,POS,VB,20,INFINITIVE,straighten,513,6,straighten-VB,straighten-VB
CNN_20130322_1003,21,e62,NONE,87,B-OCCURRENCE,e62,1,come,come,comes,VBZ,POS,VB,82,PRESENT,comes,523,16,comes-VB,come-VB
CNN_20130322_1003,21,e63,NONE,100,B-REPORTING,e63,1,say,say,said,VBD,POS,VB,96,PAST,said,527,20,said-VB,say-VB
CNN_20130322_1243,0,e1,NONE,18,B-OCCURRENCE,e1,1,arrival,arrival,arrival,NN,POS,NN,11,PAST,arrival,3,3,arrival-NN,arrival-NN
CNN_20130322_1243,0,e3,NONE,50,B-OCCURRENCE,e3,1,launch,launch,launched,VBD,POS,VB,42,PAST,launched,9,9,launched-VB,launch-VB
CNN_20130322_1243,1,e5,NONE,60,B-STATE,e5,1,have,have,has,VBZ,POS,VB,57,PRESENT,has,33,12,has-VB,have-VB
CNN_20130322_1243,1,e6,NONE,114,B-STATE,e6,1,power,power,powered,VBN,POS,VB,107,FUTURE,powered,42,21,powered-VB,power-VB
CNN_20130322_1243,2,e7,PROGRESSIVE,19,B-OCCURRENCE,e7,1,settle,settle,settling,VBG,POS,VB,11,PRESENT,settling,48,3,settling-VB,settle-VB
CNN_20130322_1243,2,e8,NONE,48,B-OCCURRENCE,e8,1,fill,fill,fill,VB,POS,VB,44,INFINITIVE,fill,55,10,fill-VB,fill-VB
CNN_20130322_1243,2,e9,NONE,81,B-OCCURRENCE,e9,1,take,take,took,VBD,POS,VB,77,PAST,took,62,17,took-VB,take-VB
CNN_20130322_1243,12,e30,NONE,38,B-OCCURRENCE,e30,1,conquer,conquer,conquer,VB,NEG,VB,31,FUTURE,conquer,290,9,conquer-VB,conquer-VB
CNN_20130322_1243,16,e35,NONE,32,B-I_STATE,e35,1,expect,expect,expect,VBP,POS,VB,26,PRESENT,expect,359,6,expect-VB,expect-VB
CNN_20130322_1243,16,e45,NONE,53,B-OCCURRENCE,e45,1,flesh,flesh,flesh,NN,POS,NN,48,INFINITIVE,flesh,363,10,flesh-NN,flesh-NN
CNN_20130322_1243,16,e36,NONE,88,B-OCCURRENCE,e36,1,turn,turn,turn,VB,POS,VB,84,INFINITIVE,turn,370,17,turn-VB,turn-VB
CNN_20130322_1243,17,e37,NONE,21,B-OCCURRENCE,e37,1,foresee,foresee,foresee,VB,POS,VB,14,INFINITIVE,foresee,383,5,foresee-VB,foresee-VB
CNN_20130322_1243,17,e38,NONE,65,B-OCCURRENCE,e38,1,send,send,send,VB,POS,VB,61,INFINITIVE,send,393,15,send-VB,send-VB
CNN_20130322_1243,18,e46,PROGRESSIVE,34,B-OCCURRENCE,e46,1,incorporate,incorporate,incorporating,VBG,POS,VB,21,PRESENT,incorporating,409,5,incorporating-VB,incorporate-VB
CNN_20130322_1243,18,e40,NONE,148,B-OCCURRENCE,e40,1,turn,turn,turn,VB,POS,VB,144,FUTURE,turn,430,26,turn-VB,turn-VB
CNN_20130322_1243,19,e41,NONE,17,B-OCCURRENCE,e41,1,scare,scare,scare,VB,POS,VB,12,FUTURE,scare,438,3,scare-VB,scare-VB
CNN_20130322_1243,20,e49,NONE,27,B-OCCURRENCE,e49,1,reinvention,reinvention,reinvention,NN,NEG,NN,16,NONE,reinvention,445,5,reinvention-NN,reinvention-NN
CNN_20130322_1243,20,e50,NONE,116,B-STATE,e50,1,available,available,available,JJ,POS,JJ,107,PRESENT,available,461,21,available-JJ,available-JJ
CNN_20130322_1243,22,e42,PROGRESSIVE,10,B-OCCURRENCE,e42,1,fill,fill,filling,VBG,POS,VB,3,PRESENT,filling,473,2,filling-VB,fill-VB
CNN_20130322_1243,22,e43,NONE,77,B-OCCURRENCE,e43,1,give,give,gives,VBZ,POS,VB,72,PRESENT,gives,486,15,gives-VB,give-VB
CNN_20130322_248,0,e1,NONE,27,B-REPORTING,e1,1,announce,announce,announced,VBD,POS,VB,18,PAST,announced,5,5,announced-VB,announce-VB
CNN_20130322_248,0,e2,NONE,41,B-OCCURRENCE,e2,1,close,close,close,VB,POS,VB,36,FUTURE,close,8,8,close-VB,close-VB
CNN_20130322_248,0,e102,NONE,109,B-OCCURRENCE,e102,1,cut,cut,cuts,NNS,POS,NN,105,PAST,cuts,18,18,cuts-NN,cut-NN
CNN_20130322_248,0,e3,PROGRESSIVE,120,B-OCCURRENCE,e3,1,spare,spare,sparing,VBG,POS,VB,113,PRESENT,sparing,20,20,sparing-VB,spare-VB
CNN_20130322_248,0,e4,PERFECTIVE,161,B-I_STATE,e4,1,expect,expect,expected,VBN,POS,VB,153,PAST,expected,28,28,expected-VB,expect-VB
CNN_20130322_248,0,e45,NONE,172,B-OCCURRENCE,e45,1,shutter,shutter,shutter,VB,POS,VB,165,INFINITIVE,shutter,30,30,shutter-VB,shutter-VB
CNN_20130322_248,1,e5,NONE,28,B-OCCURRENCE,e5,1,closure,closure,closure,NN,POS,NN,21,NONE,closure,36,5,closure-NN,closure-NN
CNN_20130322_248,1,e6,NONE,65,B-ASPECTUAL,e6,1,begin,begin,begin,VB,POS,VB,60,FUTURE,begin,43,12,begin-VB,begin-VB
CNN_20130322_248,1,e7,NONE,91,B-REPORTING,e7,1,say,say,said,VBD,POS,VB,87,PAST,said,50,19,said-VB,say-VB
