Doc Id,Sentence Id,Time Expression Id,End Offset,Is Time Expression,Lemma Stanford,Lowercase Lemma Stanford,Lowercase Token,POS Tag Stanford,Pos,Start Offset,Time Expression Id.1,Time Expression Type,Time Expression Value,Token,Token Id Doc,Token Id Sent,Token POS,Lemma POS
APW20000216.0193,16,t9,75,1,Monday,monday,monday,NNP,NN,69,t9,B-DATE,2000-02-14,Monday,423,14,monday-NN,monday-NN
APW20000216.0193,18,t10,24,1,last month,last month,last month,JJ NN,JJ NN,14,t10,B-DATE,2000-01,last month,472 473,4 5,last-JJ month-NN,last-JJ month-NN
APW20000216.0272,0,t1,86,1,Wednesday,wednesday,wednesday,NNP,NN,77,t1,B-DATE,2000-02-16,Wednesday,15,15,wednesday-NN,wednesday-NN
APW20000216.0272,1,t2,158,1,daily,daily,daily,JJ,JJ,153,t2,B-DATE,P1D,daily,66,29,daily-JJ,daily-JJ
APW20000216.0272,2,t3,97,1,daily,daily,daily,JJ,JJ,92,t3,B-DATE,P1D,daily,85,17,daily-JJ,daily-JJ
APW20000216.0272,5,t4,87,1,42 year ago,42 year ago,42 years ago,CD NNS IN,CD NN IN,75,t4,B-DATE,1958,42 years ago,153 154 155,13 14 15,42-CD years-NN ago-IN,42-CD year-NN ago-IN
APW20000216.0272,5,t5,112,1,Wednesday night,wednesday night,wednesday night,NNP NN,NN NN,97,t5,B-DATE,2000-02-16TNI,Wednesday night,157 158,17 18,wednesday-NN night-NN,wednesday-NN night-NN
APW20000216.0272,7,t6,47,1,this week,this week,this week,DT NN,DT NN,38,t6,B-DATE,2000-W7,this week,223 224,7 8,this-DT week-NN,this-DT week-NN
APW20000216.0272,9,t7,46,1,two week,two week,two weeks,CD NNS,CD NN,37,t7,B-DURATION,P2W,two weeks,267 268,8 9,two-CD weeks-NN,two-CD week-NN
APW20000216.0272,9,t8,81,1,Tuesday,tuesday,tuesday,NNP,NN,74,t8,B-DATE,2000-02-15,Tuesday,274,15,tuesday-NN,tuesday-NN
APW20000216.0272,10,t9,151,1,Monday,monday,monday,NNP,NN,145,t9,B-DATE,2000-02-14,Monday,304,29,monday-NN,monday-NN
APW20000216.0272,12,t10,128,1,Nov. 25,nov. 25,nov. 25,NNP CD,NN CD,121,t10,B-DATE,1999-11-25,Nov. 25,364 365,24 25,nov.-NN 25-CD,nov.-NN 25-CD
APW20000216.0272,18,t11,75,1,Monday,monday,monday,NNP,NN,69,t11,B-DATE,2000-02-14,Monday,503,14,monday-NN,monday-NN
APW20000216.0272,20,t12,24,1,last month,last month,last month,JJ NN,JJ NN,14,t12,B-DATE,2000-01,last month,552 553,4 5,last-JJ month-NN,last-JJ month-NN
APW20000328.0257,0,t1,60,1,Tuesday,tuesday,tuesday,NNP,NN,53,t1,B-DATE,2000-03-28,Tuesday,10,10,tuesday-NN,tuesday-NN
APW20000328.0257,7,t2,98,1,Sunday night,sunday night,sunday night,NNP NN,NN NN,86,t2,B-DATE,2000-03-26TNI,Sunday night,210 211,13 14,sunday-NN night-NN,sunday-NN night-NN
APW20000328.0257,8,t3,28,1,Tuesday,tuesday,tuesday,NNP,NN,21,t3,B-DATE,2000-03-28,Tuesday,227,6,tuesday-NN,tuesday-NN
APW20000401.0150,0,t2,137,1,more than four decade ago,more than four decade ago,more than four decades ago,RBR IN CD NNS RB,RB IN CD NN RB,111,t2,B-DURATION,P40Y,more than four decades ago,21 22 23 24 25,21 22 23 24 25,more-RB than-IN four-CD decades-NN ago-RB,more-RB than-IN four-CD decade-NN ago-RB
APW20000401.0150,0,t3,157,1,Saturday,saturday,saturday,NNP,NN,149,t3,B-DATE,2000-04-01,Saturday,29,29,saturday-NN,saturday-NN
APW20000401.0150,4,t4,184,1,"Dec. 2 , 1956","dec. 2 , 1956","dec. 2 , 1956","NNP CD , CD","NN CD , CD",171,t4,B-DATE,1956-12-02,"Dec. 2 , 1956",130 131 132 133,33 34 35 36,"dec.-NN 2-CD ,-, 1956-CD","dec.-NN 2-CD ,-, 1956-CD"
APW20000401.0150,5,t8,12,1,year,year,years,NNS,NN,7,t8,B-DURATION,PXY,years,146,3,years-NN,year-NN
APW20000401.0150,5,t5,142,1,"Jan. 1 , 1959","jan. 1 , 1959","jan. 1 , 1959","NNP CD , CD","NN CD , CD",129,t5,B-DATE,1959-01-01,"Jan. 1 , 1959",166 167 168 169,23 24 25 26,"jan.-NN 1-CD ,-, 1959-CD","jan.-NN 1-CD ,-, 1959-CD"
APW20000401.0150,9,t6,101,1,late November,late november,late november,JJ NNP,JJ NN,88,t6,B-DATE,1999-11,late November,298 299,18 19,late-JJ november-NN,late-JJ november-NN
APW20000401.0150,10,t7,14,1,today,today,today,NN,NN,9,t7,B-DATE,2000-04-01,today,312,3,today-NN,today-NN
APW20000403.0057,0,t1,194,1,today,today,today,NN,NN,189,t1,B-DATE,2000-04-03,today,36,36,today-NN,today-NN
APW20000403.0057,2,t2,135,1,today,today,today,NN,NN,130,t2,B-DATE,2000-04-03,today,98,24,today-NN,today-NN
APW20000403.0057,3,t3,74,1,Tuesday,tuesday,tuesday,NNP,NN,67,t3,B-DATE,2000-04-05,Tuesday,126,15,tuesday-NN,tuesday-NN
APW20000403.0057,4,t4,185,1,Sunday,sunday,sunday,NNP,NN,179,t4,B-DATE,2000-04-02,Sunday,165,35,sunday-NN,sunday-NN
APW20000403.0057,5,t5,33,1,tomorrow,tomorrow,tomorrow,NN,NN,25,t5,B-DATE,2000-04-04,tomorrow,173,7,tomorrow-NN,tomorrow-NN
APW20000403.0057,13,t6,309,1,a month,a month,a month,DT NN,DT NN,302,t6,B-DURATION,P1M,a month,455 456,54 55,a-DT month-NN,a-DT month-NN
APW20000403.0057,15,t7,122,1,late November,late november,late november,JJ NNP,JJ NN,109,t7,B-DATE,1999-11,late November,529 530,21 22,late-JJ november-NN,late-JJ november-NN
APW20000403.0057,19,t8,123,1,9 a.m. Tuesday,9 a.m. tuesday,9 a.m. tuesday,CD NN NNP,CD NN NN,109,t8,B-DATE,2000-04-04T09:00,9 a.m. Tuesday,619 620 621,18 19 20,9-CD a.m.-NN tuesday-NN,9-CD a.m.-NN tuesday-NN
APW20000403.0057,22,t9,23,1,Sunday night,sunday night,sunday night,NNP NN,NN NN,11,t9,B-DATE,2000-04-02TNI,Sunday night,697 698,3 4,sunday-NN night-NN,sunday-NN night-NN
APW20000405.0276,0,t1,72,1,Wednesday night,wednesday night,wednesday night,NNP NN,NN NN,57,t1,B-DATE,2000-04-05TNI,Wednesday night,10 11,10 11,wednesday-NN night-NN,wednesday-NN night-NN
APW20000405.0276,1,t2,32,1,three day,three day,three days,CD NNS,CD NN,22,t2,B-DURATION,P3D,three days,34 35,6 7,three-CD days-NN,three-CD day-NN
APW20000405.0276,4,t3,205,1,Thursday,thursday,thursday,NNP,NN,197,t3,B-DATE,2000-04-06,Thursday,138,35,thursday-NN,thursday-NN
APW20000405.0276,5,t4,56,1,4 in the morning,4 in the morning,4 in the morning,CD IN DT NN,CD IN DT NN,40,t4,B-TIME,2000-04-06T04:00,4 in the morning,168 169 170 171,8 9 10 11,4-CD in-IN the-DT morning-NN,4-CD in-IN the-DT morning-NN
APW20000405.0276,5,t5,82,1,4 a.m. EDT Thursday,4 a.m. edt thursday,4 a.m. edt thursday,CD RB NNP NNP,CD RB NN NN,63,t5,B-DATE,2000-04-06T04:00,4 a.m. EDT Thursday,173 174 175 176,13 14 15 16,4-CD a.m.-RB edt-NN thursday-NN,4-CD a.m.-RB edt-NN thursday-NN
APW20000405.0276,7,t6,196,1,Wednesday,wednesday,wednesday,NNP,NN,187,t6,B-DATE,2000-04-05,Wednesday,234,36,wednesday-NN,wednesday-NN
APW20000405.0276,9,t7,70,1,this week,this week,this week,DT NN,DT NN,61,t7,B-DATE,2000-W14,this week,272 273,9 10,this-DT week-NN,this-DT week-NN
APW20000405.0276,9,t9,294,1,late November,late november,late november,JJ NNP,JJ NN,281,t9,B-DATE,1999-11,late November,313 314,50 51,late-JJ november-NN,late-JJ november-NN
APW20000405.0276,14,t10,33,1,Wednesday night,wednesday night,wednesday night,NNP NN,NN NN,18,t10,B-DATE,2000-04-05,Wednesday night,421 422,4 5,wednesday-NN night-NN,wednesday-NN night-NN
APW20000405.0276,17,t12,130,1,the past four month,the past four month,the past four months,DT JJ CD NNS,DT JJ CD NN,110,t12,B-DURATION,P4M,the past four months,553 554 555 556,20 21 22 23,the-DT past-JJ four-CD months-NN,the-DT past-JJ four-CD month-NN
APW20000417.0031,0,t1,146,1,today,today,today,NN,NN,141,t1,B-DATE,2000-04-17,today,25,25,today-NN,today-NN
APW20000417.0031,4,t2,129,1,five month,five month,five months,CD NNS,CD NN,118,t2,B-DURATION,P5M,five months,161 162,20 21,five-CD months-NN,five-CD month-NN
APW20000417.0031,5,t3,184,1,Sunday night,sunday night,sunday night,NNP NN,NN NN,172,t3,B-DATE,2000-04-16,Sunday night,195 196,32 33,sunday-NN night-NN,sunday-NN night-NN
APW20000417.0031,6,t4,52,1,November,november,november,NNP,NN,44,t4,B-DATE,1999-11,November,209,9,november-NN,november-NN
APW20000417.0031,10,t5,98,1,Thursday,thursday,thursday,NNP,NN,90,t5,B-DATE,2000-04-13,Thursday,306,14,thursday-NN,thursday-NN
APW20000417.0031,13,t6,67,1,Sunday night,sunday night,sunday night,NNP NN,NN NN,55,t6,B-DATE,2000-04-16,Sunday night,369 370,10 11,sunday-NN night-NN,sunday-NN night-NN
APW20000417.0031,18,t7,94,1,April 6,april 6,april 6,NNP CD,NN CD,87,t7,B-DATE,2000-04-06,April 6,508 509,18 19,april-NN 6-CD,april-NN 6-CD
APW20000417.0031,24,t8,42,1,Sunday,sunday,sunday,NNP,NN,36,t8,B-DATE,2000-04-16,Sunday,599,8,sunday-NN,sunday-NN
APW20000417.0031,29,t9,68,1,today,today,today,NN,NN,63,t9,B-DATE,2000-04-17,today,691,13,today-NN,today-NN
APW20000417.0031,30,t10,194,1,1962,1962,1962,CD,CD,190,t10,B-DATE,1962,1962,759,40,1962-CD,1962-CD
APW20000417.0031,31,t11,14,1,Sunday,sunday,sunday,NNP,NN,8,t11,B-DATE,2000-04-16,Sunday,766,2,sunday-NN,sunday-NN
APW20000417.0031,31,t12,65,1,Easter week,easter week,easter week,NNP NN,NN NN,54,t12,B-DATE,2000-W16,Easter week,774 775,10 11,easter-NN week-NN,easter-NN week-NN
CNN19980126.1600.1104,3,t32,90,1,the fourth quarter,the fourth quarter,the fourth quarter,DT JJ NN,DT JJ NN,72,t32,B-DURATION,1997-Q4,the fourth quarter,64 65 66,14 15 16,the-DT fourth-JJ quarter-NN,the-DT fourth-JJ quarter-NN
CNN19980126.1600.1104,6,t34,21,1,now,now,now,RB,RB,18,t34,B-DATE,PRESENT_REF,now,95,5,now-RB,now-RB
CNN19980126.1600.1104,10,t33,28,1,today,today,today,NN,NN,23,t33,B-DATE,1998-01-26,today,182,7,today-NN,today-NN
CNN19980213.2130.0155,2,t105,227,1,the future,the future,the future,DT NN,DT NN,217,t105,B-DATE,FUTURE_REF,the future,61 62,37 38,the-DT future-NN,the-DT future-NN
CNN19980213.2130.0155,4,t111,111,1,less than one hour,less than one hour,less than one hour,JJR IN CD NN,JJ IN CD NN,93,t111,B-DURATION,PT1H,less than one hour,123 124 125 126,17 18 19 20,less-JJ than-IN one-CD hour-NN,less-JJ than-IN one-CD hour-NN
CNN19980213.2130.0155,6,t116,82,1,Thursday,thursday,thursday,NNP,NN,74,t116,B-DATE,1998-02-12,Thursday,167,13,thursday-NN,thursday-NN
CNN19980213.2130.0155,8,t119,40,1,today,today,today,NN,NN,35,t119,B-DATE,1998-02-13,today,200,8,today-NN,today-NN
CNN19980213.2130.0155,9,t126,111,1,the day,the day,the day,DT NN,DT NN,104,t126,B-DATE,1998-02-13,the day,247 248,19 20,the-DT day-NN,the-DT day-NN
CNN19980213.2130.0155,11,t133,122,1,Friday,friday,friday,NNP,NN,116,t133,B-DATE,1998-02-13,Friday,290,21,friday-NN,friday-NN
CNN19980213.2130.0155,11,t135,138,1,now,now,now,RB,RB,135,t135,B-DATE,PRESENT_REF,now,293,24,now-RB,now-RB
CNN19980213.2130.0155,13,t145,169,1,next week,next week,next week,JJ NN,JJ NN,160,t145,B-DATE,1998-WXX,next week,351 352,27 28,next-JJ week-NN,next-JJ week-NN
CNN19980222.1130.0084,3,t122,29,1,three hour,three hour,three hour,CD NN,CD NN,19,t122,B-DURATION,PT3H,three hour,55 56,5 6,three-CD hour-NN,three-CD hour-NN
CNN19980222.1130.0084,3,t18,90,1,today,today,today,NN,NN,85,t18,B-DATE,1998-02-22,today,65,15,today-NN,today-NN
CNN19980222.1130.0084,4,t64,87,1,later this afternoon,later this afternoon,later this afternoon,RB DT NN,RB DT NN,67,t64,B-TIME,1998-02-22TAF,later this afternoon,79 80 81,13 14 15,later-RB this-DT afternoon-NN,later-RB this-DT afternoon-NN
CNN19980222.1130.0084,5,t70,111,1,no more than sixty day,no more than sixty day,no more than sixty days,DT JJR IN CD NNS,DT JJ IN CD NN,88,t70,B-DURATION,P60D,no more than sixty days,99 100 101 102 103,17 18 19 20 21,no-DT more-JJ than-IN sixty-CD days-NN,no-DT more-JJ than-IN sixty-CD day-NN
CNN19980223.1130.0960,1,t21,3,1,now,now,now,RB,RB,0,t21,B-DATE,PRESENT_REF,Now,27,1,now-RB,now-RB
CNN19980223.1130.0960,2,t22,52,1,the middle of October,the middle of october,the middle of october,DT NN IN NNP,DT NN IN NN,31,t22,B-DATE,1997-10,the middle of October,64 65 66 67,7 8 9 10,the-DT middle-NN of-IN october-NN,the-DT middle-NN of-IN october-NN
CNN19980223.1130.0960,2,t23,139,1,today,today,today,NN,NN,134,t23,B-DATE,1998-02-23,today,82,25,today-NN,today-NN
CNN19980223.1130.0960,4,t24,94,1,the winter of nineteen ninety-four,the winter of nineteen ninety-four,the winter of nineteen ninety-four,DT NN IN CD CD,DT NN IN CD CD,60,t24,B-DATE,1994-WI,the winter of nineteen ninety-four,114 115 116 117 118,14 15 16 17 18,the-DT winter-NN of-IN nineteen-CD ninety-four-CD,the-DT winter-NN of-IN nineteen-CD ninety-four-CD
CNN19980223.1130.0960,6,t25,65,1,the last two week,the last two week,the last two weeks,DT JJ CD NNS,DT JJ CD NN,47,t25,B-DURATION,P2W,the last two weeks,144 145 146 147,10 11 12 13,the-DT last-JJ two-CD weeks-NN,the-DT last-JJ two-CD week-NN
CNN19980227.2130.0067,1,t93,79,1,last month,last month,last month,JJ NN,JJ NN,69,t93,B-DATE,1998-01,last month,26 27,13 14,last-JJ month-NN,last-JJ month-NN
CNN19980227.2130.0067,3,t95,27,1,nineteen ninety-six,nineteen ninety-six,nineteen ninety-six,CD CD,CD CD,8,t95,B-DATE,1996,nineteen ninety-six,47 48,2 3,nineteen-CD ninety-six-CD,nineteen-CD ninety-six-CD
CNN19980227.2130.0067,6,t96,29,1,January nineteen ninety-seven,january nineteen ninety-seven,january nineteen ninety-seven,NNP CD CD,NN CD CD,0,t96,B-DATE,1997-01,January nineteen ninety-seven,63 64 65,1 2 3,january-NN nineteen-CD ninety-seven-CD,january-NN nineteen-CD ninety-seven-CD
CNN19980227.2130.0067,10,t97,19,1,last month,last month,last month,JJ NN,JJ NN,9,t97,B-DATE,1998-01,last month,86 87,3 4,last-JJ month-NN,last-JJ month-NN
CNN19980227.2130.0067,13,t178,3,1,now,now,now,RB,RB,0,t178,B-DATE,PRESENT_REF,Now,124,1,now-RB,now-RB
CNN19980227.2130.0067,21,t107,106,1,nineteen ninety-seven,nineteen ninety-seven,nineteen ninety-seven,CD CD,CD CD,85,t107,B-DATE,1997,nineteen ninety-seven,302 303,15 16,nineteen-CD ninety-seven-CD,nineteen-CD ninety-seven-CD
CNN19980227.2130.0067,23,t108,13,1,this week,this week,this week,DT NN,DT NN,4,t108,B-DATE,1998-WXX,this week,342 343,2 3,this-DT week-NN,this-DT week-NN
ea980120.1830.0071,1,t53,21,1,this week,this week,this week,DT NN,DT NN,12,t53,B-DATE,1998-W04,this week,14 15,4 5,this-DT week-NN,this-DT week-NN
ea980120.1830.0071,6,t59,54,1,today,today,today,NN,NN,49,t59,B-DATE,1998-01-20,today,142,11,today-NN,today-NN
ea980120.1830.0071,7,t56,73,1,now,now,now,RB,RB,70,t56,B-DATE,PRESENT_REF,now,156,13,now-RB,now-RB
ea980120.1830.0071,12,t68,54,1,today,today,today,NN,NN,49,t68,B-DATE,1998-01-20,today,241,9,today-NN,today-NN
ea980120.1830.0071,13,t57,5,1,today,today,today,NN,NN,0,t57,B-DATE,1998-01-20,Today,262,1,today-NN,today-NN
ea980120.1830.0071,17,t58,7,1,now,now,now,RB,RB,4,t58,B-DATE,PRESENT_REF,now,331,2,now-RB,now-RB
ea980120.1830.0456,0,t14,23,1,today,today,today,NN,NN,18,t14,B-DATE,1998-01-20,today,4,4,today-NN,today-NN
ea980120.1830.0456,1,t15,34,1,last night,last night,last night,JJ NN,JJ NN,24,t15,B-TIME,1998-01-19TNI,last night,33 34,5 6,last-JJ night-NN,last-JJ night-NN
ea980120.1830.0456,4,t16,21,1,now,now,now,RB,RB,18,t16,B-DATE,PRESENT_REF,now,81,4,now-RB,now-RB
ed980111.1130.0089,0,t15,117,1,the next several day,the next several day,the next several days,DT JJ JJ NNS,DT JJ JJ NN,96,t15,B-DURATION,PXD,the next several days,21 22 23 24,21 22 23 24,the-DT next-JJ several-JJ days-NN,the-DT next-JJ several-JJ day-NN
ed980111.1130.0089,2,t16,9,1,yesterday,yesterday,yesterday,NN,NN,0,t16,B-DATE,1998-01-10,Yesterday,49,1,yesterday-NN,yesterday-NN
ed980111.1130.0089,3,t17,23,1,today,today,today,NN,NN,18,t17,B-DATE,1998-01-11,today,72,5,today-NN,today-NN
ed980111.1130.0089,4,t18,51,1,today,today,today,NN,NN,46,t18,B-DATE,1998-01-11,today,81,8,today-NN,today-NN
ed980111.1130.0089,5,t20,120,1,a while,a while,a while,DT NN,DT NN,113,t20,B-DURATION,PXX,a while,118 119,25 26,a-DT while-NN,a-DT while-NN
NYT19980206.0460,0,t191,78,1,January,january,january,NNP,NN,71,t191,B-DATE,1998-01,January,13,13,january-NN,january-NN
NYT19980206.0460,0,t193,114,1,Friday,friday,friday,NNP,NN,108,t193,B-DATE,1998-02-06,Friday,19,19,friday-NN,friday-NN
NYT19980206.0460,1,t195,77,1,last month,last month,last month,JJ NN,JJ NN,67,t195,B-DATE,1998-01,last month,52 53,12 13,last-JJ month-NN,last-JJ month-NN
NYT19980206.0460,3,t196,135,1,last month,last month,last month,JJ NN,JJ NN,125,t196,B-DATE,1998-01,last month,97 98,21 22,last-JJ month-NN,last-JJ month-NN
NYT19980206.0460,4,t198,73,1,last month,last month,last month,JJ NN,JJ NN,63,t198,B-DATE,1998-01,last month,119 120,12 13,last-JJ month-NN,last-JJ month-NN
NYT19980206.0460,5,t1001,14,1,hourly,hourly,hourly,JJ,JJ,8,t1001,B-SET,PT1H,hourly,123,2,hourly-JJ,hourly-JJ
NYT19980206.0460,6,t199,58,1,a year earlier,a year earlier,a year earlier,DT NN RBR,DT NN RB,44,t199,B-DATE,1997,a year earlier,146 147 148,9 10 11,a-DT year-NN earlier-RB,a-DT year-NN earlier-RB
NYT19980206.0460,6,t200,177,1,the last decade,the last decade,the last decade,DT JJ NN,DT JJ NN,162,t200,B-DATE,198,the last decade,169 170 171,32 33 34,the-DT last-JJ decade-NN,the-DT last-JJ decade-NN
NYT19980206.0460,8,t201,99,1,come month,come month,coming months,VBG NNS,VB NN,86,t201,B-DATE,FUTURE_REF,coming months,206 207,17 18,coming-VB months-NN,come-VB month-NN
NYT19980206.0460,9,t202,154,1,Aug. 6,aug. 6,aug. 6,NNP CD,NN CD,148,t202,B-DATE,1997-08-06,Aug. 6,267 268,29 30,aug.-NN 6-CD,aug.-NN 6-CD
NYT19980206.0460,10,t500,131,1,30-year,30-year,30-year,JJ,JJ,124,t500,B-DURATION,P30Y,30-year,293,24,30-year-JJ,30-year-JJ
NYT19980206.0460,14,t203,27,1,January,january,january,NNP,NN,20,t203,B-DATE,1998-01,January,385,5,january-NN,january-NN
NYT19980206.0460,14,t204,85,1,last fall,last fall,last fall,JJ NN,JJ NN,76,t204,B-DATE,1997-FA,last fall,394 395,14 15,last-JJ fall-NN,last-JJ fall-NN
NYT19980206.0460,15,t205,53,1,Friday,friday,friday,NNP,NN,47,t205,B-DATE,1998-02-06,Friday,415,8,friday-NN,friday-NN
NYT19980206.0460,15,t206,65,1,December,december,december,NNP,NN,57,t206,B-DATE,1997-12,December,417,10,december-NN,december-NN
NYT19980206.0460,15,t207,167,1,the last four month,the last four month,the last four months,DT JJ CD NNS,DT JJ CD NN,147,t207,B-DURATION,P4M,the last four months,435 436 437 438,28 29 30 31,the-DT last-JJ four-CD months-NN,the-DT last-JJ four-CD month-NN
NYT19980206.0460,15,t208,208,1,the last three month,the last three month,the last three months,DT JJ CD NNS,DT JJ CD NN,187,t208,B-DURATION,P3M,the last three months,443 444 445 446,36 37 38 39,the-DT last-JJ three-CD months-NN,the-DT last-JJ three-CD month-NN
NYT19980206.0460,15,t212,260,1,the first nine month,the first nine month,the first nine months,DT JJ CD NNS,DT JJ CD NN,239,t212,B-DURATION,P9M,the first nine months,452 453 454 455,45 46 47 48,the-DT first-JJ nine-CD months-NN,the-DT first-JJ nine-CD month-NN
NYT19980206.0460,15,t211,268,1,1997,1997,1997,CD,CD,264,t211,B-DATE,1997,1997,457,50,1997-CD,1997-CD
NYT19980206.0460,19,t213,108,1,the last few month,the last few month,the last few months,DT JJ JJ NNS,DT JJ JJ NN,89,t213,B-DATE,PAST_REF,the last few months,529 530 531 532,15 16 17 18,the-DT last-JJ few-JJ months-NN,the-DT last-JJ few-JJ month-NN
NYT19980206.0460,23,t2181,70,1,Friday,friday,friday,NNP,NN,64,t2181,B-DATE,1998-02-06,Friday,612,11,friday-NN,friday-NN
NYT19980206.0460,26,t215,107,1,January,january,january,NNP,NN,100,t215,B-DATE,1998-01,January,695,18,january-NN,january-NN
NYT19980206.0460,33,t218,89,1,last month,last month,last month,JJ NN,JJ NN,79,t218,B-DATE,1998-01,last month,878 879,14 15,last-JJ month-NN,last-JJ month-NN
NYT19980206.0460,33,t219,118,1,December,december,december,NNP,NN,110,t219,B-DATE,1997-12,December,884,20,december-NN,december-NN
NYT19980206.0460,33,t1002,161,1,two decade,two decade,two decades,CD NNS,CD NN,150,t1002,B-DURATION,P20Y,two decades,891 892,27 28,two-CD decades-NN,two-CD decade-NN
NYT19980206.0460,37,t222,73,1,January,january,january,NNP,NN,66,t222,B-DATE,1998-01,January,956,14,january-NN,january-NN
NYT19980206.0466,0,t30,49,1,Friday,friday,friday,NNP,NN,43,t30,B-DATE,1998-02-06,Friday,7,7,friday-NN,friday-NN
NYT19980206.0466,0,t31,62,1,Thursday,thursday,thursday,NNP,NN,54,t31,B-DATE,1998-02-05,Thursday,9,9,thursday-NN,thursday-NN
NYT19980206.0466,0,t32,276,1,Friday,friday,friday,NNP,NN,270,t32,B-DATE,1998-02-06,Friday,49,49,friday-NN,friday-NN
NYT19980206.0466,0,t33,359,1,Thursday,thursday,thursday,NNP,NN,351,t33,B-DATE,1998-02-05,Thursday,62,62,thursday-NN,thursday-NN
NYT19980206.0466,1,t34,23,1,Thursday,thursday,thursday,NNP,NN,15,t34,B-DATE,1998-02-05,Thursday,110,4,thursday-NN,thursday-NN
NYT19980206.0466,1,t35,49,1,the past few week,the past few week,the past few weeks,DT JJ JJ NNS,DT JJ JJ NN,31,t35,B-DURATION,PXW,the past few weeks,113 114 115 116,7 8 9 10,the-DT past-JJ few-JJ weeks-NN,the-DT past-JJ few-JJ week-NN
NYT19980206.0466,3,t37,17,1,Friday,friday,friday,NNP,NN,11,t37,B-DATE,1998-02-06,Friday,151,3,friday-NN,friday-NN
NYT19980206.0466,5,t38,17,1,Friday,friday,friday,NNP,NN,11,t38,B-DATE,1998-02-06,Friday,218,3,friday-NN,friday-NN
NYT19980206.0466,7,t39,30,1,today,today,today,NN,NN,25,t39,B-DATE,1998-02-06,today,241,6,today-NN,today-NN
NYT19980206.0466,8,t40,74,1,this morning,this morning,this morning,DT NN,DT NN,62,t40,B-TIME,1998-02-06TMO,this morning,253 254,11 12,this-DT morning-NN,this-DT morning-NN
NYT19980212.0019,0,t44,104,1,Thursday evening,thursday evening,thursday evening,NNP NN,NN NN,88,t44,B-TIME,1998-02-12TEV,Thursday evening,18 19,18 19,thursday-NN evening-NN,thursday-NN evening-NN
NYT19980212.0019,1,t46,80,1,around 7:15 p.m.,around 7:15 p.m.,around 7:15 p.m.,IN CD RB,IN CD RB,64,t46,B-TIME,1998-02-12T19:15,around 7:15 p.m.,47 48 49,13 14 15,around-IN 7:15-CD p.m.-RB,around-IN 7:15-CD p.m.-RB
NYT19980212.0019,8,t47,156,1,a few year ago,a few year ago,a few years ago,DT JJ NNS IN,DT JJ NN IN,141,t47,B-DATE,199X,a few years ago,203 204 205 206,26 27 28 29,a-DT few-JJ years-NN ago-IN,a-DT few-JJ year-NN ago-IN
NYT19980402.0453,0,t46,68,1,Thursday,thursday,thursday,NNP,NN,60,t46,B-DATE,1998-04-02,Thursday,13,13,thursday-NN,thursday-NN
NYT19980402.0453,0,t48,129,1,the last five year,the last five year,the last five years,DT JJ CD NNS,DT JJ CD NN,110,t48,B-DURATION,P5Y,the last five years,22 23 24 25,22 23 24 25,the-DT last-JJ five-CD years-NN,the-DT last-JJ five-CD year-NN
NYT19980402.0453,2,t52,91,1,recent month,recent month,recent months,JJ NNS,JJ NN,78,t52,B-DURATION,PXM,recent months,98 99,12 13,recent-JJ months-NN,recent-JJ month-NN
NYT19980402.0453,3,t64,139,1,last year,last year,last year,JJ NN,JJ NN,130,t64,B-DATE,1997,last year,140 141,26 27,last-JJ year-NN,last-JJ year-NN
NYT19980402.0453,5,t63,35,1,1993,1993,1993,CD,CD,31,t63,B-DATE,1993,1993,177,7,1993-CD,1993-CD
NYT19980402.0453,9,t61,126,1,Tuesday,tuesday,tuesday,NNP,NN,119,t61,B-DATE,1998-03-31,Tuesday,308,26,tuesday-NN,tuesday-NN
NYT19980424.0421,0,t74,62,1,"Saturday , April 25","saturday , april 25","saturday , april 25","NNP , NNP CD","NN , NN CD",43,t74,B-DATE,1998-04-25,"Saturday , April 25",10 11 12 13,10 11 12 13,"saturday-NN ,-, april-NN 25-CD","saturday-NN ,-, april-NN 25-CD"
NYT19980424.0421,0,t75,106,1,this week,this week,this week,DT NN,DT NN,97,t75,B-DATE,1998-W17,this week,21 22,21 22,this-DT week-NN,this-DT week-NN
NYT19980424.0421,0,t76,177,1,two year ago,two year ago,two years ago,CD NNS RB,CD NN RB,164,t76,B-DATE,1996,two years ago,32 33 34,32 33 34,two-CD years-NN ago-RB,two-CD year-NN ago-RB
NYT19980424.0421,11,t77,183,1,current,current,current,JJ,JJ,176,t77,B-DATE,PRESENT_REF,current,393,30,current-JJ,current-JJ
NYT19980907.0112,0,t11,172,1,years-old,years-old,years-old,JJ,JJ,163,t11,B-DURATION,P1Y,years-old,30,30,years-old-JJ,years-old-JJ
NYT19980907.0112,1,t2,200,1,Aug. 7,aug. 7,aug. 7,NNP CD,NN CD,194,t2,B-DATE,1998-08-07,Aug. 7,91 92,37 38,aug.-NN 7-CD,aug.-NN 7-CD
NYT19980907.0112,5,t3,43,1,Aug. 13,aug. 13,aug. 13,NNP CD,NN CD,36,t3,B-DATE,1998-08-13,Aug. 13,236 237,7 8,aug.-NN 13-CD,aug.-NN 13-CD
NYT19980907.0112,9,t4,7,1,now,now,now,RB,RB,4,t4,B-DATE,PRESENT_REF,now,311,2,now-RB,now-RB
