Doc Id,Sentence Id,Event Id,Aspect,End Offset,Event Class,Is Event,Lemma Stanford,Lowercase Lemma Stanford,Lowercase Token,POS Tag Stanford,Polarity,Pos,Start Offset,Tense,Token,Token Id Doc,Token Id Sent,Token POS,Lemma POS
APW20000107.0318,11,e168,NONE,126,B-OCCURRENCE,1,drown,drown,drowned,VBD,NEG,VB,119,PAST,drowned,226,22,drowned-VB,drown-VB
APW20000417.0031,7,e142,NONE,51,B-OCCURRENCE,1,drown,drown,drowned,VBD,NEG,VB,44,PAST,drowned,233,9,drowned-VB,drown-VB
NYT20000403.0463,17,e144,NONE,38,B-OCCURRENCE,1,drown,drown,drowned,VBD,NEG,VB,31,PAST,drowned,480,7,drowned-VB,drown-VB
NYT19980212.0019,1,e11,NONE,187,B-OCCURRENCE,1,dry,dry,dry,JJ,POS,JJ,184,INFINITIVE,dry,71,37,dry-JJ,dry-JJ
NYT20000224.0173,1,e4,NONE,86,B-OCCURRENCE,1,duck,duck,ducked,VBD,NEG,VB,80,PAST,ducked,48,12,ducked-VB,duck-VB
wsj_0159,1,e49,NONE,25,B-I_STATE,1,due,due,due,JJ,POS,JJ,22,PAST,due,41,6,due-JJ,due-JJ
wsj_0541,0,e19,NONE,124,B-STATE,1,due,due,due,JJ,POS,JJ,121,NONE,due,21,21,due-JJ,due-JJ
wsj_0555,0,e11,NONE,119,B-STATE,1,due,due,due,JJ,POS,JJ,116,NONE,due,19,19,due-JJ,due-JJ
wsj_0612,0,e31,NONE,288,B-STATE,1,due,due,due,JJ,POS,JJ,285,NONE,due,48,48,due-JJ,due-JJ
wsj_0612,3,e36,NONE,48,B-STATE,1,due,due,due,JJ,POS,JJ,45,NONE,due,128,10,due-JJ,due-JJ
wsj_0650,0,e12,NONE,169,B-STATE,1,due,due,due,JJ,POS,JJ,166,NONE,due,26,26,due-JJ,due-JJ
wsj_0811,1,e38,NONE,65,B-OCCURRENCE,1,due,due,due,JJ,POS,JJ,62,FUTURE,due,32,14,due-JJ,due-JJ
wsj_1006,6,e39,NONE,83,B-OCCURRENCE,1,dump,dump,dump,VB,POS,VB,79,INFINITIVE,dump,140,17,dump-VB,dump-VB
wsj_0158,14,e358,NONE,71,B-STATE,1,duty,duty,duties,NNS,POS,NN,65,NONE,duties,353,13,duties-NN,duty-NN
NYT19981025.0216,21,e82,PERFECTIVE,51,B-OCCURRENCE,1,dwindle,dwindle,dwindled,VBN,POS,VB,43,PAST,dwindled,512,7,dwindled-VB,dwindle-VB
wsj_0585,19,e101,NONE,153,B-OCCURRENCE,1,dwindle,dwindle,dwindled,VBD,POS,VB,145,PAST,dwindled,480,24,dwindled-VB,dwindle-VB
PRI19980205.2000.1998,7,e49,NONE,52,B-I_STATE,1,eager,eager,eager,JJ,POS,JJ,47,NONE,eager,122,7,eager-JJ,eager-JJ
wsj_1014,15,e2045,NONE,59,B-STATE,1,earlier-announced,earlier-announced,earlier-announced,JJ,POS,JJ,42,NONE,earlier-announced,462,9,earlier-announced-JJ,earlier-announced-JJ
NYT20000105.0325,9,e141,PERFECTIVE,76,B-OCCURRENCE,1,earn,earn,earned,VBN,NEG,VB,70,PRESENT,earned,311,17,earned-VB,earn-VB
wsj_0135,3,e15,NONE,28,B-OCCURRENCE,1,earn,earn,earned,VBD,POS,VB,22,PAST,earned,86,6,earned-VB,earn-VB
wsj_0136,2,e5,NONE,35,B-OCCURRENCE,1,earn,earn,earned,VBD,POS,VB,29,PAST,earned,63,7,earned-VB,earn-VB
wsj_0176,3,e11,NONE,56,B-OCCURRENCE,1,earn,earn,earned,VBD,POS,VB,50,PAST,earned,97,11,earned-VB,earn-VB
wsj_0189,1,e3,NONE,28,B-OCCURRENCE,1,earn,earn,earned,VBD,POS,VB,22,PAST,earned,30,5,earned-VB,earn-VB
wsj_0189,3,e6,NONE,44,B-OCCURRENCE,1,earn,earn,earned,VBD,POS,VB,38,PAST,earned,87,9,earned-VB,earn-VB
wsj_0263,6,e10,NONE,30,B-OCCURRENCE,1,earn,earn,earned,VBD,POS,VB,24,PAST,earned,115,5,earned-VB,earn-VB
wsj_0325,2,e7,NONE,12,B-OCCURRENCE,1,earn,earn,earned,VBD,POS,VB,6,PAST,earned,48,2,earned-VB,earn-VB
wsj_0570,15,e72,NONE,38,B-OCCURRENCE,1,earn,earn,earned,VBD,POS,VB,32,PAST,earned,383,8,earned-VB,earn-VB
wsj_0584,40,e196,NONE,27,B-OCCURRENCE,1,earn,earn,earned,VBD,POS,VB,21,PAST,earned,934,5,earned-VB,earn-VB
wsj_0585,58,e279,NONE,16,B-OCCURRENCE,1,earn,earn,earned,VBD,POS,VB,10,PAST,earned,1344,2,earned-VB,earn-VB
wsj_0610,38,e148,NONE,30,B-OCCURRENCE,1,earn,earn,earned,VBD,POS,VB,24,PAST,earned,891,6,earned-VB,earn-VB
wsj_0670,3,e19,NONE,56,B-OCCURRENCE,1,earn,earn,earned,VBD,POS,VB,50,PAST,earned,97,8,earned-VB,earn-VB
wsj_0918,5,e27,NONE,47,B-OCCURRENCE,1,earn,earn,earned,VBD,POS,VB,41,PAST,earned,170,8,earned-VB,earn-VB
wsj_0918,25,e108,NONE,36,B-OCCURRENCE,1,earn,earn,earned,VBD,POS,VB,30,PAST,earned,722,8,earned-VB,earn-VB
wsj_0928,0,e5,NONE,119,B-OCCURRENCE,1,earn,earn,earned,VBD,POS,VB,113,PAST,earned,21,21,earned-VB,earn-VB
wsj_0928,2,e8,NONE,39,B-OCCURRENCE,1,earn,earn,earned,VBD,POS,VB,33,PAST,earned,77,8,earned-VB,earn-VB
wsj_0950,21,e61,NONE,31,B-OCCURRENCE,1,earn,earn,earned,VBD,POS,VB,25,PAST,earned,530,7,earned-VB,earn-VB
wsj_0973,2,e13,NONE,28,B-OCCURRENCE,1,earn,earn,earned,VBD,POS,VB,22,PAST,earned,70,6,earned-VB,earn-VB
wsj_1003,5,e35,NONE,60,B-OCCURRENCE,1,earn,earn,earned,VBD,POS,VB,54,PAST,earned,175,10,earned-VB,earn-VB
wsj_1003,7,e44,NONE,41,B-OCCURRENCE,1,earn,earn,earned,VBD,POS,VB,35,PAST,earned,223,7,earned-VB,earn-VB
wsj_0144,4,e3000,O,193,B-OCCURRENCE,1,earnings,earnings,earnings,NNS,O,NN,185,O,earnings,131,31,earnings-NN,earnings-NN
wsj_0171,5,e1998,NONE,156,B-OCCURRENCE,1,earnings,earnings,earnings,NNS,POS,NN,148,NONE,earnings,148,25,earnings-NN,earnings-NN
wsj_0189,0,e2018,NONE,69,B-OCCURRENCE,1,earnings,earnings,earnings,NNS,POS,NN,61,NONE,earnings,11,11,earnings-NN,earnings-NN
wsj_0558,7,e68,NONE,106,B-STATE,1,earnings,earnings,earnings,NNS,POS,NN,98,NONE,earnings,181,20,earnings-NN,earnings-NN
wsj_0568,29,e2784,NONE,27,B-OCCURRENCE,1,earnings,earnings,earnings,NNS,POS,NN,19,NONE,earnings,792,4,earnings-NN,earnings-NN
wsj_0568,30,e2015,NONE,120,B-STATE,1,earnings,earnings,earnings,NNS,POS,NN,112,NONE,earnings,843,22,earnings-NN,earnings-NN
wsj_0575,15,e240,NONE,54,B-STATE,1,earnings,earnings,earnings,NNS,POS,NN,46,NONE,earnings,388,7,earnings-NN,earnings-NN
wsj_0907,1,e25,NONE,78,B-STATE,1,earnings,earnings,earnings,NNS,POS,NN,70,NONE,earnings,37,12,earnings-NN,earnings-NN
wsj_0918,22,e198,NONE,34,B-STATE,1,earnings,earnings,earnings,NNS,POS,NN,26,NONE,earnings,659,5,earnings-NN,earnings-NN
wsj_0991,0,e17,NONE,92,B-STATE,1,earnings,earnings,earnings,NNS,POS,NN,84,NONE,earnings,15,15,earnings-NN,earnings-NN
wsj_0558,4,e55,NONE,81,B-OCCURRENCE,1,earthquake,earthquake,earthquake,NN,POS,NN,71,NONE,earthquake,105,11,earthquake-NN,earthquake-NN
wsj_0558,5,e60,NONE,153,B-OCCURRENCE,1,earthquake,earthquake,earthquake,NN,POS,NN,143,NONE,earthquake,138,28,earthquake-NN,earthquake-NN
wsj_0675,23,e668,NONE,87,B-OCCURRENCE,1,earthquake,earthquake,earthquake,NN,POS,NN,77,NONE,earthquake,442,14,earthquake-NN,earthquake-NN
APW199980817.1193,2,e14,NONE,156,B-OCCURRENCE,1,ease,ease,ease,VB,POS,VB,152,INFINITIVE,ease,127,34,ease-VB,ease-VB
APW199980817.1193,7,e35,NONE,227,B-OCCURRENCE,1,ease,ease,ease,VB,POS,VB,223,PRESENT,ease,303,40,ease-VB,ease-VB
wsj_0584,22,e110,NONE,42,B-I_STATE,1,ease,ease,ease,VB,POS,VB,38,INFINITIVE,ease,544,9,ease-VB,ease-VB
wsj_1014,20,e137,NONE,203,B-OCCURRENCE,1,ease,ease,ease,VB,POS,VB,199,INFINITIVE,ease,669,36,ease-VB,ease-VB
WSJ900813-0157,3,e5,NONE,55,B-OCCURRENCE,1,ease,ease,ease,VB,POS,VB,51,INFINITIVE,ease,142,11,ease-VB,ease-VB
wsj_0585,50,e252,NONE,11,B-OCCURRENCE,1,ease,ease,eased,VBD,POS,VB,6,PAST,eased,1182,2,eased-VB,ease-VB
wsj_0586,16,e90,NONE,11,B-OCCURRENCE,1,ease,ease,eased,VBD,POS,VB,6,PAST,eased,451,2,eased-VB,ease-VB
wsj_0610,12,e36,PERFECTIVE,45,B-OCCURRENCE,1,eat,eat,eaten,VBN,POS,VB,40,PRESENT,eaten,260,8,eaten-VB,eat-VB
NYT20000330.0406,39,e91,NONE,62,B-OCCURRENCE,1,eat,eat,eating,VBG,NEG,VB,56,PRESPART,eating,1008,14,eating-VB,eat-VB
APW19980213.1310,2,e12,NONE,27,B-OCCURRENCE,1,echo,echo,echoed,VBD,POS,VB,21,PAST,echoed,73,3,echoed-VB,echo-VB
wsj_0583,3,e22,NONE,44,B-OCCURRENCE,1,echo,echo,echoed,VBD,POS,VB,38,PAST,echoed,111,9,echoed-VB,echo-VB
XIE19980814.0294,4,e14,NONE,18,B-OCCURRENCE,1,echo,echo,echoing,VBG,POS,VB,11,PRESPART,echoing,133,3,echoing-VB,echo-VB
NYT19980206.0460,10,e52,NONE,78,B-OCCURRENCE,1,edge,edge,edged,VBD,POS,VB,73,PAST,edged,283,14,edged-VB,edge-VB
wsj_0675,7,e36,NONE,33,B-OCCURRENCE,1,edge,edge,edged,VBD,POS,VB,28,PAST,edged,131,5,edged-VB,edge-VB
wsj_0768,33,e137,NONE,146,B-OCCURRENCE,1,edge,edge,edged,VBD,POS,VB,141,PAST,edged,850,31,edged-VB,edge-VB
wsj_0950,11,e39,NONE,74,B-OCCURRENCE,1,edge,edge,edged,VBD,POS,VB,69,PAST,edged,319,14,edged-VB,edge-VB
NYT20000406.0002,12,e74,NONE,16,B-OCCURRENCE,1,edict,edict,edict,NN,NEG,NN,11,NONE,edict,395,4,edict-NN,edict-NN
wsj_0124,1,e63,NONE,28,B-ASPECTUAL,1,effect,effect,effect,NN,POS,NN,22,NONE,effect,39,4,effect-NN,effect-NN
VOA19980331.1700.1533,6,e122,NONE,103,B-STATE,1,effective,effective,effective,JJ,NEG,JJ,94,NONE,effective,182,17,effective-JJ,effective-JJ
APW19980306.1001,19,e159,NONE,91,B-I_ACTION,1,effort,effort,effort,NN,POS,NN,85,NONE,effort,544,19,effort-NN,effort-NN
VOA19980501.1800.0355,2,e27,NONE,199,B-OCCURRENCE,1,effort,effort,effort,NN,POS,NN,193,NONE,effort,77,38,effort-NN,effort-NN
wsj_0027,1,e8,NONE,34,B-I_ACTION,1,effort,effort,effort,NN,POS,NN,28,NONE,effort,40,6,effort-NN,effort-NN
wsj_0175,3,e11,NONE,34,B-I_ACTION,1,effort,effort,effort,NN,POS,NN,28,NONE,effort,85,6,effort-NN,effort-NN
wsj_0575,3,e22,NONE,80,B-I_ACTION,1,effort,effort,effort,NN,POS,NN,74,NONE,effort,103,13,effort-NN,effort-NN
wsj_0675,4,e28,NONE,10,B-OCCURRENCE,1,effort,effort,effort,NN,POS,NN,4,NONE,effort,86,2,effort-NN,effort-NN
wsj_0736,8,e38,NONE,29,B-OCCURRENCE,1,effort,effort,effort,NN,POS,NN,23,NONE,effort,187,6,effort-NN,effort-NN
WSJ910225-0066,4,e19,NONE,68,B-OCCURRENCE,1,effort,effort,effort,NN,POS,NN,62,NONE,effort,109,9,effort-NN,effort-NN
APW19990312.0251,18,e49,NONE,132,B-OCCURRENCE,1,effort,effort,efforts,NNS,POS,NN,125,NONE,efforts,457,23,efforts-NN,effort-NN
APW199980817.1193,1,e64,NONE,189,B-OCCURRENCE,1,effort,effort,efforts,NNS,POS,NN,182,NONE,efforts,74,34,efforts-NN,effort-NN
wsj_0575,8,e47,NONE,168,B-OCCURRENCE,1,effort,effort,efforts,NNS,POS,NN,161,NONE,efforts,213,29,efforts-NN,effort-NN
wsj_0585,9,e51,NONE,92,B-I_ACTION,1,effort,effort,efforts,NNS,POS,NN,85,NONE,efforts,245,14,efforts-NN,effort-NN
wsj_0585,28,e175,NONE,175,B-I_ACTION,1,effort,effort,efforts,NNS,POS,NN,168,NONE,efforts,702,28,efforts-NN,effort-NN
wsj_0586,10,e241,NONE,210,B-I_ACTION,1,effort,effort,efforts,NNS,POS,NN,203,NONE,efforts,332,34,efforts-NN,effort-NN
wsj_0781,0,e4,NONE,113,B-OCCURRENCE,1,effort,effort,efforts,NNS,POS,NN,106,NONE,efforts,18,18,efforts-NN,effort-NN
PRI19980216.2000.0170,5,e19,NONE,149,B-OCCURRENCE,1,eject,eject,ejecting,VBG,POS,VB,141,PRESPART,ejecting,131,31,ejecting-VB,eject-VB
APW19980818.0515,25,e78,NONE,22,B-REPORTING,1,elaborate,elaborate,elaborate,VB,NEG,VB,13,PRESENT,elaborate,686,4,elaborate-VB,elaborate-VB
wsj_0575,21,e110,NONE,22,B-OCCURRENCE,1,elaborate,elaborate,elaborate,VB,NEG,VB,13,NONE,elaborate,542,4,elaborate-VB,elaborate-VB
wsj_0610,43,e157,NONE,31,B-OCCURRENCE,1,elaborate,elaborate,elaborate,VB,NEG,VB,22,NONE,elaborate,982,5,elaborate-VB,elaborate-VB
wsj_0674,1,e7,NONE,155,B-REPORTING,1,elaborate,elaborate,elaborate,VB,NEG,VB,146,PAST,elaborate,67,27,elaborate-VB,elaborate-VB
NYT19981026.0446,29,e104,NONE,135,B-OCCURRENCE,1,elect,elect,elected,VBN,POS,VB,128,NONE,elected,778,27,elected-VB,elect-VB
wsj_0555,0,e2,PERFECTIVE,150,B-I_ACTION,1,elect,elect,elected,VBN,POS,VB,143,PRESENT,elected,26,26,elected-VB,elect-VB
NYT19981026.0446,34,e133,NONE,171,B-OCCURRENCE,1,election,election,election,NN,POS,NN,163,NONE,election,959,31,election-NN,election-NN
PRI19980205.2000.1998,5,e14,NONE,25,B-OCCURRENCE,1,election,election,election,NN,POS,NN,17,NONE,election,82,4,election-NN,election-NN
APW19980626.0364,7,e29,NONE,82,B-OCCURRENCE,1,election,election,elections,NNS,POS,NN,73,NONE,elections,172,14,elections-NN,election-NN
PRI19980115.2000.0186,6,e2004,NONE,73,B-STATE,1,eligible,eligible,eligible,JJ,POS,JJ,65,PAST,eligible,114,13,eligible-JJ,eligible-JJ
wsj_0026,7,e39,NONE,57,B-STATE,1,eligible,eligible,eligible,JJ,POS,JJ,49,FUTURE,eligible,200,11,eligible-JJ,eligible-JJ
XIE19990210.0079,3,e13,NONE,66,B-STATE,1,eligible,eligible,eligible,JJ,POS,JJ,58,NONE,eligible,92,11,eligible-JJ,eligible-JJ
APW19980308.0201,5,e25,NONE,47,B-ASPECTUAL,1,eliminate,eliminate,eliminate,VB,POS,VB,38,INFINITIVE,eliminate,125,8,eliminate-VB,eliminate-VB
wsj_0171,3,e8,NONE,69,B-OCCURRENCE,1,eliminate,eliminate,eliminate,VB,POS,VB,60,NONE,eliminate,96,9,eliminate-VB,eliminate-VB
wsj_0172,4,e18,NONE,63,B-OCCURRENCE,1,eliminate,eliminate,eliminate,VB,POS,VB,54,FUTURE,eliminate,102,10,eliminate-VB,eliminate-VB
wsj_0798,10,e39,NONE,132,B-ASPECTUAL,1,eliminate,eliminate,eliminate,VB,POS,VB,123,FUTURE,eliminate,250,23,eliminate-VB,eliminate-VB
XIE19990313.0173,5,e28,NONE,190,B-OCCURRENCE,1,eliminate,eliminate,eliminate,VB,POS,VB,181,INFINITIVE,eliminate,190,31,eliminate-VB,eliminate-VB
AP900815-0044,19,e128,NONE,180,B-OCCURRENCE,1,eliminate,eliminate,eliminated,VBN,POS,VB,170,PRESENT,eliminated,562,31,eliminated-VB,eliminate-VB
APW19980306.1001,23,e122,PERFECTIVE,181,B-OCCURRENCE,1,eliminate,eliminate,eliminated,VBN,POS,VB,171,PRESENT,eliminated,632,30,eliminated-VB,eliminate-VB
wsj_0171,4,e12,NONE,81,B-OCCURRENCE,1,eliminate,eliminate,eliminated,VBD,POS,VB,71,PAST,eliminated,116,13,eliminated-VB,eliminate-VB
wsj_0184,6,e86,NONE,131,B-OCCURRENCE,1,eliminate,eliminate,eliminated,VBN,POS,VB,121,PRESPART,eliminated,174,23,eliminated-VB,eliminate-VB
wsj_0266,3,e30,NONE,72,B-OCCURRENCE,1,elimination,elimination,elimination,NN,POS,NN,61,NONE,elimination,100,10,elimination-NN,elimination-NN
APW19990122.0193,3,e13,PERFECTIVE,15,B-OCCURRENCE,1,elude,elude,eluded,VBN,POS,VB,9,PRESENT,eluded,111,3,eluded-VB,elude-VB
ABC19980120.1830.0957,10,e240,NONE,43,B-OCCURRENCE,1,embargo,embargo,embargo,NN,POS,NN,36,NONE,embargo,162,8,embargo-NN,embargo-NN
AP900815-0044,31,e178,NONE,60,B-OCCURRENCE,1,embargo,embargo,embargo,NN,POS,NN,53,NONE,embargo,808,11,embargo-NN,embargo-NN
AP900815-0044,49,e258,NONE,11,B-OCCURRENCE,1,embargo,embargo,embargo,NN,POS,NN,4,NONE,embargo,1231,2,embargo-NN,embargo-NN
AP900816-0139,3,e213,NONE,145,B-OCCURRENCE,1,embargo,embargo,embargo,NN,POS,NN,138,NONE,embargo,156,25,embargo-NN,embargo-NN
APW20000107.0318,16,e124,NONE,91,B-OCCURRENCE,1,embargo,embargo,embargo,NN,NEG,NN,84,NONE,embargo,348,18,embargo-NN,embargo-NN
WSJ900813-0157,4,e433,NONE,131,B-STATE,1,embargo,embargo,embargo,NN,POS,NN,124,NONE,embargo,178,21,embargo-NN,embargo-NN
WSJ910225-0066,59,e518,NONE,81,B-OCCURRENCE,1,embargo,embargo,embargo,NN,POS,NN,74,NONE,embargo,1706,13,embargo-NN,embargo-NN
NYT19990312.0271,40,e173,NONE,35,B-I_ACTION,1,embark,embark,embarked,VBD,POS,VB,27,PAST,embarked,1227,4,embarked-VB,embark-VB
PRI19980303.2000.2550,26,e100,NONE,108,B-STATE,1,embrace,embrace,embrace,VB,POS,VB,101,PRESENT,embrace,561,22,embrace-VB,embrace-VB
NYT19990312.0271,0,e1,NONE,68,B-OCCURRENCE,1,embrace,embrace,embraced,VBD,POS,VB,60,PAST,embraced,10,10,embraced-VB,embrace-VB
NYT20000106.0007,6,e20,NONE,97,B-OCCURRENCE,1,embrace,embrace,embraced,VBD,NEG,VB,89,PAST,embraced,196,17,embraced-VB,embrace-VB
APW20000115.0031,15,e56,NONE,225,B-OCCURRENCE,1,embroil,embroil,embroiled,VBN,NEG,VB,216,PAST,embroiled,544,41,embroiled-VB,embroil-VB
APW19980501.0480,12,e99,NONE,232,B-OCCURRENCE,1,emerge,emerge,emerge,VB,POS,VB,226,FUTURE,emerge,398,38,emerge-VB,emerge-VB
wsj_0781,16,e83,NONE,35,B-OCCURRENCE,1,emerge,emerge,emerge,VBP,POS,VB,29,PRESENT,emerge,438,8,emerge-VB,emerge-VB
APW19980501.0480,14,e108,NONE,30,B-OCCURRENCE,1,emerge,emerge,emerged,VBN,POS,VB,23,PRESENT,emerged,431,6,emerged-VB,emerge-VB
NYT19981025.0216,0,e2,NONE,41,B-OCCURRENCE,1,emerge,emerge,emerged,VBD,POS,VB,34,PAST,emerged,6,6,emerged-VB,emerge-VB
NYT19990505.0443,9,e43,PERFECTIVE,79,B-OCCURRENCE,1,emerge,emerge,emerged,VBN,POS,VB,72,PRESENT,emerged,355,14,emerged-VB,emerge-VB
NYT19990505.0443,11,e62,NONE,156,B-OCCURRENCE,1,emerge,emerge,emerged,VBD,POS,VB,149,PAST,emerged,461,27,emerged-VB,emerge-VB
NYT20000403.0463,9,e28,NONE,59,B-OCCURRENCE,1,emerge,emerge,emerged,VBD,NEG,VB,52,PAST,emerged,271,12,emerged-VB,emerge-VB
NYT19981121.0173,17,e62,NONE,17,B-REPORTING,1,emphasize,emphasize,emphasized,VBD,POS,VB,7,PAST,emphasized,468,2,emphasized-VB,emphasize-VB
NYT19990312.0271,31,e148,NONE,28,B-REPORTING,1,emphasize,emphasize,emphasized,VBD,POS,VB,18,PAST,emphasized,1018,4,emphasized-VB,emphasize-VB
wsj_0778,22,e171,PERFECTIVE,37,B-REPORTING,1,emphasize,emphasize,emphasized,VBN,POS,VB,27,PRESENT,emphasized,698,5,emphasized-VB,emphasize-VB
wsj_1013,25,e124,NONE,21,B-REPORTING,1,emphasize,emphasize,emphasized,VBD,POS,VB,11,PAST,emphasized,685,3,emphasized-VB,emphasize-VB
NYT19980212.0019,0,e4,NONE,138,B-OCCURRENCE,1,empty,empty,emptied,VBD,POS,VB,131,PAST,emptied,24,24,emptied-VB,empty-VB
APW19980501.0480,12,e91,NONE,22,B-OCCURRENCE,1,enable,enable,enable,VB,POS,VB,16,FUTURE,enable,364,4,enable-VB,enable-VB
APW19990122.0193,7,e30,NONE,45,B-I_STATE,1,enable,enable,enable,VB,POS,VB,39,PRESENT,enable,241,8,enable-VB,enable-VB
wsj_1042,3,e10,NONE,40,B-OCCURRENCE,1,enable,enable,enable,VB,POS,VB,34,FUTURE,enable,60,8,enable-VB,enable-VB
XIE19990210.0079,3,e12,NONE,31,B-I_ACTION,1,enable,enable,enable,VB,POS,VB,25,FUTURE,enable,86,5,enable-VB,enable-VB
WSJ910225-0066,4,e23,NONE,100,B-I_STATE,1,enable,enable,enabled,VBD,POS,VB,93,PAST,enabled,115,15,enabled-VB,enable-VB
APW20000128.0316,24,e120,NONE,231,B-OCCURRENCE,1,encounter,encounter,encounter,NN,NEG,NN,222,NONE,encounter,782,35,encounter-NN,encounter-NN
WSJ910225-0066,11,e52,NONE,165,B-OCCURRENCE,1,encounter,encounter,encounter,VBP,POS,VB,156,PRESENT,encounter,261,25,encounter-VB,encounter-VB
SJMN91-06338157,7,e39,PROGRESSIVE,101,B-OCCURRENCE,1,encounter,encounter,encountering,VBG,POS,VB,89,PRESENT,encountering,273,17,encountering-VB,encounter-VB
wsj_0816,15,e65,NONE,35,B-I_ACTION,1,encouragement,encouragement,encouragement,NN,POS,NN,22,NONE,encouragement,358,5,encouragement-NN,encouragement-NN
ABC19980120.1830.0957,16,e59,NONE,40,B-ASPECTUAL,1,end,end,end,VB,POS,VB,37,INFINITIVE,end,307,10,end-VB,end-VB
APW19990312.0251,18,e46,NONE,25,B-ASPECTUAL,1,end,end,end,VB,POS,VB,22,INFINITIVE,end,438,4,end-VB,end-VB
APW19990312.0251,25,e72,NONE,148,B-ASPECTUAL,1,end,end,end,NN,POS,NN,145,NONE,end,666,24,end-NN,end-NN
APW20000401.0150,11,e27,NONE,32,B-OCCURRENCE,1,end,end,end,VB,POS,VB,29,FUTURE,end,332,7,end-VB,end-VB
NYT20000224.0173,29,e168,NONE,86,B-OCCURRENCE,1,end,end,end,NN,NEG,NN,83,NONE,end,776,17,end-NN,end-NN
NYT20000406.0002,1,e6,NONE,151,B-OCCURRENCE,1,end,end,end,VB,NEG,VB,148,INFINITIVE,end,71,28,end-VB,end-VB
NYT20000601.0442,18,e56,NONE,48,B-OCCURRENCE,1,end,end,end,VB,NEG,VB,45,INFINITIVE,end,542,9,end-VB,end-VB
VOA19980305.1800.2603,8,e78,NONE,139,B-ASPECTUAL,1,end,end,end,NN,NEG,NN,136,NONE,end,167,26,end-NN,end-NN
wsj_0184,6,e38,NONE,111,B-ASPECTUAL,1,end,end,end,VB,POS,VB,108,FUTURE,end,171,20,end-VB,end-VB
WSJ900813-0157,0,e405,NONE,203,B-ASPECTUAL,1,end,end,end,NN,POS,NN,200,NONE,end,34,34,end-NN,end-NN
XIE19990313.0173,1,e10,NONE,105,B-ASPECTUAL,1,end,end,end,NN,POS,NN,102,NONE,end,67,17,end-NN,end-NN
APW19980826.0389,1,e4,PERFECTIVE,78,B-OCCURRENCE,1,end,end,ended,VBN,POS,VB,73,PAST,ended,54,15,ended-VB,end-VB
wsj_0127,0,e2,NONE,68,B-ASPECTUAL,1,end,end,ended,VBN,POS,VB,63,PAST,ended,12,12,ended-VB,end-VB
wsj_0189,3,e5,NONE,18,B-ASPECTUAL,1,end,end,ended,VBD,POS,VB,13,PASTPART,ended,82,4,ended-VB,end-VB
wsj_0263,5,e9,NONE,147,B-ASPECTUAL,1,end,end,ended,VBN,POS,VB,142,PASTPART,ended,107,30,ended-VB,end-VB
wsj_0816,2,e11,NONE,30,B-ASPECTUAL,1,end,end,ended,VBD,POS,VB,25,PAST,ended,46,4,ended-VB,end-VB
wsj_1003,26,e142,NONE,36,B-ASPECTUAL,1,end,end,ended,VBN,POS,VB,31,PAST,ended,785,6,ended-VB,end-VB
wsj_1006,17,e71,NONE,24,B-ASPECTUAL,1,end,end,ended,VBN,POS,VB,19,PASTPART,ended,388,5,ended-VB,end-VB
APW19981205.0374,4,e15,NONE,18,B-ASPECTUAL,1,end,end,ending,VBG,POS,VB,12,PRESPART,ending,103,3,ending-VB,end-VB
NYT19981025.0216,7,e21,NONE,141,B-ASPECTUAL,1,end,end,ending,VBG,POS,VB,135,NONE,ending,163,27,ending-VB,end-VB
NYT19990312.0271,0,e2,NONE,165,B-ASPECTUAL,1,end,end,ending,VBG,POS,VB,159,PRESPART,ending,28,28,ending-VB,end-VB
NYT20000406.0002,17,e82,NONE,74,B-OCCURRENCE,1,ending,ending,ending,NN,NEG,NN,68,NONE,ending,560,13,ending-NN,ending-NN
wsj_0135,0,e26,NONE,66,B-OCCURRENCE,1,end,end,ending,VBG,POS,VB,60,PRESPART,ending,12,12,ending-VB,end-VB
WSJ900813-0157,0,e400,NONE,47,B-ASPECTUAL,1,end,end,ending,VBG,POS,VB,41,PRESPART,ending,9,9,ending-VB,end-VB
AP900815-0044,20,e133,NONE,148,B-ASPECTUAL,1,end,end,ends,VBZ,POS,VB,144,FUTURE,ends,590,26,ends-VB,end-VB
ABC19980120.1830.0957,2,e87,NONE,27,B-OCCURRENCE,1,endure,endure,endures,VBZ,POS,VB,20,PRESENT,endures,39,6,endures-VB,endure-VB
NYT19981026.0446,16,e62,NONE,83,B-OCCURRENCE,1,energize,energize,energize,VB,POS,VB,75,INFINITIVE,energize,492,16,energize-VB,energize-VB
APW20000115.0031,0,e5,NONE,245,B-OCCURRENCE,1,enforce,enforce,enforce,VB,NEG,VB,238,INFINITIVE,enforce,44,44,enforce-VB,enforce-VB
APW20000115.0031,9,e35,NONE,241,B-OCCURRENCE,1,enforce,enforce,enforce,VB,NEG,VB,234,INFINITIVE,enforce,355,42,enforce-VB,enforce-VB
NYT19981026.0446,24,e89,NONE,79,B-I_ACTION,1,enforce,enforce,enforce,VB,POS,VB,72,INFINITIVE,enforce,671,14,enforce-VB,enforce-VB
NYT19990312.0271,16,e83,NONE,198,B-OCCURRENCE,1,enforce,enforce,enforce,VB,POS,VB,191,INFINITIVE,enforce,618,34,enforce-VB,enforce-VB
